complex,name,genes,source
DEOD-MONOMER,DEOD-MONOMER,b4384(),Sync
G7757-MONOMER,G7757-MONOMER,b3440(),Sync
G7738-MONOMER,G7738-MONOMER,b3394(),Sync
G7634-MONOMER,G7634-MONOMER,b3136(),Sync
EG12234-MONOMER,EG12234-MONOMER,b3499(),Sync
EG10936-MONOMER,EG10936-MONOMER,b0098(),Sync
EG11865-MONOMER,EG11865-MONOMER,b3901(),Sync
EG10937-MONOMER,EG10937-MONOMER,b3609(),Sync
G7855-MONOMER,G7855-MONOMER,b4192(),Sync
EG11260-MONOMER,EG11260-MONOMER,b3765(),Sync
G7739-MONOMER,G7739-MONOMER,b3395(),Sync
G7579-MONOMER,G7579-MONOMER,b3032(),Sync
G7736-MONOMER,G7736-MONOMER,b3392(),Sync
G7602-MONOMER,G7602-MONOMER,b3083(),Sync
G6868-MONOMER,G6868-MONOMER,b1624(),Sync
G7836-MONOMER,G7836-MONOMER,b4146(),Sync
EG12019-MONOMER,EG12019-MONOMER,b2137(),Sync
EG11211-MONOMER,EG11211-MONOMER,b4155(),Sync
G7747-MONOMER,G7747-MONOMER,b3413(),Sync
G6847-MONOMER,G6847-MONOMER,b1589(),Sync
G6670-MONOMER,G6670-MONOMER,b1338(),Sync
EG11762-MONOMER,EG11762-MONOMER,b3592(),Sync
G6848-MONOMER,G6848-MONOMER,b1590(),Sync
G6845-MONOMER,G6845-MONOMER,b1587(),Sync
APPA-MONOMER,APPA-MONOMER,b0980(),Sync
EG11210-MONOMER,EG11210-MONOMER,b4109(),Sync
G7237-MONOMER,G7237-MONOMER,b2374(),Sync
G6846-MONOMER,G6846-MONOMER,b1588(),Sync
G7851-MONOMER,G7851-MONOMER,b4188(),Sync
G6669-MONOMER,G6669-MONOMER,b1337(),Sync
EG12314-MONOMER,EG12314-MONOMER,b0101(),Sync
G7513-MONOMER,G7513-MONOMER,b2900(),Sync
EG10255-MONOMER,EG10255-MONOMER,b2209(),Sync
EG11238-MONOMER,EG11238-MONOMER,b0773(),Sync
EG12854-MONOMER,EG12854-MONOMER,b0742(),Sync
EG11835-MONOMER,EG11835-MONOMER,b3866(),Sync
G7702-MONOMER,G7702-MONOMER,b3324(),Sync
G6550-MONOMER,G6550-MONOMER,b1045(),Sync
G6920-MONOMER,G6920-MONOMER,b1697(),Sync
G6116-MONOMER,G6116-MONOMER,b0232(),Sync
EG12024-MONOMER,EG12024-MONOMER,b2142(),Sync
G7929-MONOMER,G7929-MONOMER,b4332(),Sync
G7823-MONOMER,G7823-MONOMER,b4110(),Sync
G6572-MONOMER,G6572-MONOMER,b1115(),Sync
EG12256-MONOMER,EG12256-MONOMER,b3529(),Sync
EG11895-MONOMER,EG11895-MONOMER,b2013(),Sync
ASPCARBREG-MONOMER,ASPCARBREG-MONOMER,b4244(),Sync
G7729-MONOMER,G7729-MONOMER,b3377(),Sync
G6209-MONOMER,G6209-MONOMER,b0357(),Sync
G6443-MONOMER,G6443-MONOMER,b0845(),Sync
G6494-MONOMER,G6494-MONOMER,b0959(),Sync
G7709-MONOMER,G7709-MONOMER,b3331(),Sync
EG12094-MONOMER,EG12094-MONOMER,b0069(),Sync
G6282-MONOMER,G6282-MONOMER,b0513(),Sync
G7137-MONOMER,G7137-MONOMER,b2105(),Sync
EG11599-MONOMER,EG11599-MONOMER,b1532(),Sync
EG11811-MONOMER,EG11811-MONOMER,b4187(),Sync
G7706-MONOMER,G7706-MONOMER,b3328(),Sync
EG11320-MONOMER,EG11320-MONOMER,b0413(),Sync
G7108-MONOMER,G7108-MONOMER,b2063(),Sync
G6178-MONOMER,G6178-MONOMER,b0308(),Sync
G7703-MONOMER,G7703-MONOMER,b3325(),Sync
G6984-MONOMER,G6984-MONOMER,b1798(),Sync
EG12173-MONOMER,EG12173-MONOMER,b3334(),Sync
RPOS-MONOMER,RPOS-MONOMER,b2741(),Sync
G6859-MONOMER,G6859-MONOMER,b1601(),Sync
G7172-MONOMER,G7172-MONOMER,b2259(),Sync
G7745-MONOMER,G7745-MONOMER,b3402(),Sync
EG12867-MONOMER,EG12867-MONOMER,b0376(),Sync
G7526-MONOMER,G7526-MONOMER,b2950(),Sync
EG11884-MONOMER,EG11884-MONOMER,b1430(),Sync
G6445-MONOMER,G6445-MONOMER,b0847(),Sync
EG11081-MONOMER,EG11081-MONOMER,b0029(),Sync
G7710-MONOMER,G7710-MONOMER,b3332(),Sync
G7233-MONOMER,G7233-MONOMER,b2368(),Sync
G7707-MONOMER,G7707-MONOMER,b3329(),Sync
G7168-MONOMER,G7168-MONOMER,b2255(),Sync
B0486-MONOMER,B0486-MONOMER,b0486(),Sync
G7578-MONOMER,G7578-MONOMER,b3031(),Sync
EG11466-MONOMER,EG11466-MONOMER,b3819(),Sync
G6183-MONOMER,G6183-MONOMER,b0318(),Sync
G7704-MONOMER,G7704-MONOMER,b3326(),Sync
G6156-MONOMER,G6156-MONOMER,b0285(),Sync
G7701-MONOMER,G7701-MONOMER,b3323(),Sync
EG11758-MONOMER,EG11758-MONOMER,b4167(),Sync
G7867-MONOMER,G7867-MONOMER,b4210(),Sync
HYDROPEROXIDI-MONOMER,HYDROPEROXIDI-MONOMER,b3942(),Sync
G7534-MONOMER,G7534-MONOMER,b2966(),Sync
G7758-MONOMER,G7758-MONOMER,b3441(),Sync
G6458-MONOMER,G6458-MONOMER,b0874(),Sync
G6487-MONOMER,G6487-MONOMER,b0947(),Sync
G7711-MONOMER,G7711-MONOMER,b3333(),Sync
EG11310-MONOMER,EG11310-MONOMER,b1407(),Sync
YLIC-MONOMER,YLIC-MONOMER,b0831(),Sync
G6381-MONOMER,G6381-MONOMER,b0712(),Sync
G7708-MONOMER,G7708-MONOMER,b3330(),Sync
SUPEROX-DISMUTFE-MONOMER,SUPEROX-DISMUTFE-MONOMER,b1656(),Sync
G7186-MONOMER,G7186-MONOMER,b2292(),Sync
G7139-MONOMER,G7139-MONOMER,b2107(),Sync
EG11536-MONOMER,EG11536-MONOMER,b3685(),Sync
G6157-MONOMER,G6157-MONOMER,b0286(),Sync
G7107-MONOMER,G7107-MONOMER,b2062(),Sync
G6932-MONOMER,G6932-MONOMER,b1727(),Sync
EG12376-MONOMER,EG12376-MONOMER,b2410(),Sync
EG12600-MONOMER,EG12600-MONOMER,b4394(),Sync
GST-MONOMER,GST-MONOMER,b1635(),Sync
G6417-MONOMER,G6417-MONOMER,b0808(),Sync
EG12237-MONOMER,EG12237-MONOMER,b3503(),Sync
G6660-MONOMER,G6660-MONOMER,b1324(),Sync
G6543-MONOMER,G6543-MONOMER,b1037(),Sync
EG11384-MONOMER,EG11384-MONOMER,b0605(),Sync
G7587-MONOMER,G7587-MONOMER,b3048(),Sync
G6382-MONOMER,G6382-MONOMER,b0713(),Sync
EG10788-MONOMER,EG10788-MONOMER,b2415(),Sync
EG12026-MONOMER,EG12026-MONOMER,b2154(),Sync
G6545-MONOMER,G6545-MONOMER,b1039(),Sync
EG12240-MONOMER,EG12240-MONOMER,b3513(),Sync
EG11852-MONOMER,EG11852-MONOMER,b3887(),Sync
G6155-MONOMER,G6155-MONOMER,b0284(),Sync
G6322-MONOMER,G6322-MONOMER,b0574(),Sync
EG11723-MONOMER,EG11723-MONOMER,b3713(),Sync
TRKA-MONOMER,TRKA-MONOMER,b3290(),Sync
HYDROPEROXIDII-MONOMER,HYDROPEROXIDII-MONOMER,b1732(),Sync
EG11906-MONOMER,EG11906-MONOMER,b3947(),Sync
EG11579-MONOMER,EG11579-MONOMER,b0798(),Sync
EG11385-MONOMER,EG11385-MONOMER,b0606(),Sync
G7875-MONOMER,G7875-MONOMER,b4221(),Sync
G7622-MONOMER,G7622-MONOMER,b4470(),Sync
EG12101-MONOMER,EG12101-MONOMER,b3408(),Sync
G6438-MONOMER,G6438-MONOMER,b0838(),Sync
G7874-MONOMER,G7874-MONOMER,b4220(),Sync
G7312-MONOMER,G7312-MONOMER,b2495(),Sync
G6380-MONOMER,G6380-MONOMER,b0711(),Sync
EG11870-MONOMER,EG11870-MONOMER,b3910(),Sync
EG10603-MONOMER,EG10603-MONOMER,b2684(),Sync
SUPEROX-DISMUTMN-MONOMER,SUPEROX-DISMUTMN-MONOMER,b3908(),Sync
G7074-MONOMER,G7074-MONOMER,b1994(),Sync
G6110-MONOMER,G6110-MONOMER,b0226(),Sync
G6112-MONOMER,G6112-MONOMER,b0228(),Sync
G6619-MONOMER,G6619-MONOMER,b1182(),Sync
G6725-MONOMER,G6725-MONOMER,b1404(),Sync
G6117-MONOMER,G6117-MONOMER,b0233(),Sync
G6083-MONOMER,G6083-MONOMER,b0016(),Sync
G7358-MONOMER,G7358-MONOMER,b2619(),Sync
G7480-MONOMER,G7480-MONOMER,b0361(),Sync
EG10373-MONOMER,EG10373-MONOMER,b0018(),Sync
G6109-MONOMER,G6109-MONOMER,b0225(),Sync
FECE-MONOMER,FECE-MONOMER,b4287(),Sync
G7255-MONOMER,G7255-MONOMER,b2394(),Sync
EG10921-MONOMER,EG10921-MONOMER,b1905(),Sync
FHUC-MONOMER,FHUC-MONOMER,b0151(),Sync
G6534-MONOMER,G6534-MONOMER,b0298(),Sync
G7033-MONOMER,G7033-MONOMER,b1902(),Sync
YBBL-MONOMER,YBBL-MONOMER,b0490(),Sync
EG11750-MONOMER,EG11750-MONOMER,b3411(),Sync
FEPC-MONOMER,FEPC-MONOMER,b0588(),Sync
FECB-MONOMER,FECB-MONOMER,b4290(),Sync
FHUD-MONOMER,FHUD-MONOMER,b0152(),Sync
G6139-MONOMER,G6139-MONOMER,b0265(),Sync
G7593-MONOMER,G7593-MONOMER,b3070(),Sync
EG11105-MONOMER,EG11105-MONOMER,b0597(),Sync
G7776-MONOMER,G7776-MONOMER,b3557(),Sync
EG10113-MONOMER,EG10113-MONOMER,b3336(),Sync
FEPB-MONOMER,FEPB-MONOMER,b0592(),Sync
G6855-MONOMER,G6855-MONOMER,b1597(),Sync
EG11422-MONOMER,EG11422-MONOMER,b2237(),Sync
G6555-MONOMER,G6555-MONOMER,b1058(),Sync
G7762-MONOMER,G7762-MONOMER,b0021(),Sync
GLUTDECARBOXA-MONOMER,GLUTDECARBOXA-MONOMER,b3517(),Sync
G7521-MONOMER,G7521-MONOMER,b2939(),Sync
G7000-MONOMER,G7000-MONOMER,b1824(),Sync
GLUTDECARBOXB-MONOMER,GLUTDECARBOXB-MONOMER,b1493(),Sync
G6158-MONOMER,G6158-MONOMER,b0287(),Sync
LYSDECARBOX-MONOMER,LYSDECARBOX-MONOMER,b4131(),Sync
G7908-MONOMER,G7908-MONOMER,b4294(),Sync
G7607-MONOMER,G7607-MONOMER,b3088(),Sync
G7002-MONOMER,G7002-MONOMER,b1826(),Sync
EG11495-MONOMER,EG11495-MONOMER,b3511(),Sync
G7126-MONOMER,G7126-MONOMER,b0299(),Sync
EG11399-MONOMER,EG11399-MONOMER,b3509(),Sync
ARGDECARBOXDEG-MONOMER,ARGDECARBOXDEG-MONOMER,b4117(),Sync
EG10680-MONOMER,EG10680-MONOMER,b1482(),Sync
G7900-MONOMER,G7900-MONOMER,b4278(),Sync
EG11391-MONOMER,EG11391-MONOMER,b4376(),Sync
G6509-MONOMER,G6509-MONOMER,b0988(),Sync
PROV-MONOMER,PROV-MONOMER,b2677(),Sync
G7395-MONOMER,G7395-MONOMER,b2665(),Sync
EG10679-MONOMER,EG10679-MONOMER,b1283(),Sync
G7777-MONOMER,G7777-MONOMER,b3558(),Sync
G7528-MONOMER,G7528-MONOMER,b2952(),Sync
PROX-MONOMER,PROX-MONOMER,b2679(),Sync
G7743-MONOMER,G7743-MONOMER,b3400(),Sync
G6511-MONOMER,G6511-MONOMER,b0990(),Sync
G6086-MONOMER,G6086-MONOMER,b0022(),Sync
EG11592-MONOMER,EG11592-MONOMER,b0631(),Sync
G7574-MONOMER,G7574-MONOMER,b3024(),Sync
EG11404-MONOMER,EG11404-MONOMER,b1203(),Sync
G7193-MONOMER,G7193-MONOMER,b2301(),Sync
MALTACETYLTRAN-MONOMER,MALTACETYLTRAN-MONOMER,b0459(),Sync
G7852-MONOMER,G7852-MONOMER,b4189(),Sync
G7046-MONOMER,G7046-MONOMER,b1953(),Sync
EG11534-MONOMER,EG11534-MONOMER,b3687(),Sync
G6212-MONOMER,G6212-MONOMER,b0360(),Sync
HISP-MONOMER,HISP-MONOMER,b2306(),Sync
G7647-MONOMER,G7647-MONOMER,b3153(),Sync
EG12177-MONOMER,EG12177-MONOMER,b4137(),Sync
HISJ-MONOMER,HISJ-MONOMER,b2309(),Sync
G7194-MONOMER,G7194-MONOMER,b2302(),Sync
G7059-MONOMER,G7059-MONOMER,b1971(),Sync
EG11535-MONOMER,EG11535-MONOMER,b3686(),Sync
G7683-MONOMER,G7683-MONOMER,b3238(),Sync
G6138-MONOMER,G6138-MONOMER,b0264(),Sync
G7532-MONOMER,G7532-MONOMER,b2962(),Sync
EG11727-MONOMER,EG11727-MONOMER,b3717(),Sync
EG10011-MONOMER,EG10011-MONOMER,b0006(),Sync
EG10293-MONOMER,EG10293-MONOMER,b0584(),Sync
G6756-MONOMER,G6756-MONOMER,b1445(),Sync
EG10155-MONOMER,EG10155-MONOMER,b2155(),Sync
EG11206-MONOMER,EG11206-MONOMER,b4011(),Sync
G7368-MONOMER,G7368-MONOMER,b2633(),Sync
G7060-MONOMER,G7060-MONOMER,b1972(),Sync
G7274-MONOMER,G7274-MONOMER,b2444(),Sync
EG11644-MONOMER,EG11644-MONOMER,b1536(),Sync
G7119-MONOMER,G7119-MONOMER,b2082(),Sync
EG12657-MONOMER,EG12657-MONOMER,b3029(),Sync
G6829-MONOMER,G6829-MONOMER,b1556(),Sync
EG11533-MONOMER,EG11533-MONOMER,b1205(),Sync
G6693-MONOMER,G6693-MONOMER,b1370(),Sync
EG11734-MONOMER,EG11734-MONOMER,b1020(),Sync
G6595-MONOMER,G6595-MONOMER,b1151(),Sync
EG10572-MONOMER,EG10572-MONOMER,b2781(),Sync
G6314-MONOMER,G6314-MONOMER,b0559(),Sync
G6839-MONOMER,G6839-MONOMER,b1581(),Sync
G6151-MONOMER,G6151-MONOMER,b0280(),Sync
EG11890-MONOMER,EG11890-MONOMER,b3506(),Sync
G6128-MONOMER,G6128-MONOMER,b0253(),Sync
EG10978-MONOMER,EG10978-MONOMER,b3228(),Sync
EG12370-MONOMER,EG12370-MONOMER,b1140(),Sync
G7872-MONOMER,G7872-MONOMER,b4217(),Sync
RPON-MONOMER,RPON-MONOMER,b3202(),Sync
PHNC-MONOMER,PHNC-MONOMER,b4106(),Sync
EG10436-MONOMER,EG10436-MONOMER,b4174(),Sync
G6838-MONOMER,G6838-MONOMER,b1580(),Sync
G7910-MONOMER,G7910-MONOMER,b4297(),Sync
G6407-MONOMER,G6407-MONOMER,b0790(),Sync
G7365-MONOMER,G7365-MONOMER,b2630(),Sync
EG10612-MONOMER,EG10612-MONOMER,b4351(),Sync
G7232-MONOMER,G7232-MONOMER,b2363(),Sync
EG10460-MONOMER,EG10460-MONOMER,b4348(),Sync
G7084-MONOMER,G7084-MONOMER,b2004(),Sync
EG10211-MONOMER,EG10211-MONOMER,b1961(),Sync
G6826-MONOMER,G6826-MONOMER,b1553(),Sync
EG10668-MONOMER,EG10668-MONOMER,b1335(),Sync
G6688-MONOMER,G6688-MONOMER,b1365(),Sync
EG10458-MONOMER,EG10458-MONOMER,b4349(),Sync
G6311-MONOMER,G6311-MONOMER,b0556(),Sync
EG11071-MONOMER,EG11071-MONOMER,b2894(),Sync
G6148-MONOMER,G6148-MONOMER,b0277(),Sync
EG10651-MONOMER,EG10651-MONOMER,b2159(),Sync
G6124-MONOMER,G6124-MONOMER,b0249(),Sync
EG11619-MONOMER,EG11619-MONOMER,b1114(),Sync
EG12339-MONOMER,EG12339-MONOMER,b0266(),Sync
EG10925-MONOMER,EG10925-MONOMER,b1863(),Sync
EG11303-MONOMER,EG11303-MONOMER,b1576(),Sync
EG10624-MONOMER,EG10624-MONOMER,b2831(),Sync
EG10779-MONOMER,EG10779-MONOMER,b1307(),Sync
EG11296-MONOMER,EG11296-MONOMER,b4389(),Sync
EG10302-MONOMER,EG10302-MONOMER,b0150(),Sync
EG10832-MONOMER,EG10832-MONOMER,b2565(),Sync
G7362-MONOMER,G7362-MONOMER,b2627(),Sync
EG10329-MONOMER,EG10329-MONOMER,b3635(),Sync
G7229-MONOMER,G7229-MONOMER,b2360(),Sync
EG11193-MONOMER,EG11193-MONOMER,b3645(),Sync
G7081-MONOMER,G7081-MONOMER,b2001(),Sync
EG11068-MONOMER,EG11068-MONOMER,b1960(),Sync
G6823-MONOMER,G6823-MONOMER,b1550(),Sync
EG10662-MONOMER,EG10662-MONOMER,b1633(),Sync
G6683-MONOMER,G6683-MONOMER,b1359(),Sync
EG10625-MONOMER,EG10625-MONOMER,b2733(),Sync
G6589-MONOMER,G6589-MONOMER,b1145(),Sync
G7117-MONOMER,G7117-MONOMER,b2080(),Sync
EG11222-MONOMER,EG11222-MONOMER,b2068(),Sync
G6143-MONOMER,G6143-MONOMER,b0271(),Sync
EG10037-MONOMER,EG10037-MONOMER,b2212(),Sync
G6121-MONOMER,G6121-MONOMER,b0246(),Sync
EG11073-MONOMER,EG11073-MONOMER,b1749(),Sync
EG12203-MONOMER,EG12203-MONOMER,b1557(),Sync
EG12717-MONOMER,EG12717-MONOMER,b3068(),Sync
EG11300-MONOMER,EG11300-MONOMER,b1571(),Sync
EG10736-MONOMER,EG10736-MONOMER,b0708(),Sync
EG10776-MONOMER,EG10776-MONOMER,b1304(),Sync
G7379-MONOMER,G7379-MONOMER,b2644(),Sync
EG11058-MONOMER,EG11058-MONOMER,b2580(),Sync
G7359-MONOMER,G7359-MONOMER,b2623(),Sync
EG10627-MONOMER,EG10627-MONOMER,b2961(),Sync
G7226-MONOMER,G7226-MONOMER,b2357(),Sync
EG10986-MONOMER,EG10986-MONOMER,b3549(),Sync
G6820-MONOMER,G6820-MONOMER,b1546(),Sync
EG10834-MONOMER,EG10834-MONOMER,b0472(),Sync
G6680-MONOMER,G6680-MONOMER,b1356(),Sync
G6586-MONOMER,G6586-MONOMER,b1142(),Sync
G6992-MONOMER,G6992-MONOMER,b1808(),Sync
G6305-MONOMER,G6305-MONOMER,b0549(),Sync
EG11281-MONOMER,EG11281-MONOMER,b4170(),Sync
G6383-MONOMER,G6383-MONOMER,b0714(),Sync
G6251-MONOMER,G6251-MONOMER,b0454(),Sync
EG12117-MONOMER,EG12117-MONOMER,b0814(),Sync
EG10746-MONOMER,EG10746-MONOMER,b3863(),Sync
EG11120-MONOMER,EG11120-MONOMER,b1156(),Sync
EG12197-MONOMER,EG12197-MONOMER,b0687(),Sync
CHAINF-MONOMER,CHAINF-MONOMER,b0273(),Sync
G7373-MONOMER,G7373-MONOMER,b2638(),Sync
EG11505-MONOMER,EG11505-MONOMER,b1842(),Sync
G7278-MONOMER,G7278-MONOMER,b2448(),Sync
EG10833-MONOMER,EG10833-MONOMER,b3822(),Sync
G7221-MONOMER,G7221-MONOMER,b2352(),Sync
EG10242-MONOMER,EG10242-MONOMER,b3701(),Sync
G6833-MONOMER,G6833-MONOMER,b1566(),Sync
EG11413-MONOMER,EG11413-MONOMER,b4259(),Sync
G6698-MONOMER,G6698-MONOMER,b1375(),Sync
EG10765-MONOMER,EG10765-MONOMER,b0467(),Sync
G6676-MONOMER,G6676-MONOMER,b1345(),Sync
EG11199-MONOMER,EG11199-MONOMER,b3742(),Sync
G6582-MONOMER,G6582-MONOMER,b1137(),Sync
EG10204-MONOMER,EG10204-MONOMER,b3387(),Sync
G6302-MONOMER,G6302-MONOMER,b0546(),Sync
G7313-MONOMER,G7313-MONOMER,b2496(),Sync
G6133-MONOMER,G6133-MONOMER,b0258(),Sync
EG10686-MONOMER,EG10686-MONOMER,b3019(),Sync
EG12690-MONOMER,EG12690-MONOMER,b0892(),Sync
EG11900-MONOMER,EG11900-MONOMER,b1348(),Sync
EG10423-MONOMER,EG10423-MONOMER,b2231(),Sync
EG10535-MONOMER,EG10535-MONOMER,b1139(),Sync
EG10837-MONOMER,EG10837-MONOMER,b3778(),Sync
G7369-MONOMER,G7369-MONOMER,b2634(),Sync
EG11414-MONOMER,EG11414-MONOMER,b4372(),Sync
G7275-MONOMER,G7275-MONOMER,b2445(),Sync
EG10828-MONOMER,EG10828-MONOMER,b3700(),Sync
G7218-MONOMER,G7218-MONOMER,b2349(),Sync
EG10238-MONOMER,EG10238-MONOMER,b0184(),Sync
G6830-MONOMER,G6830-MONOMER,b1559(),Sync
EG10763-MONOMER,EG10763-MONOMER,b3935(),Sync
G6695-MONOMER,G6695-MONOMER,b1372(),Sync
EG10687-MONOMER,EG10687-MONOMER,b3030(),Sync
G6597-MONOMER,G6597-MONOMER,b1153(),Sync
EG11038-MONOMER,EG11038-MONOMER,b1610(),Sync
G6315-MONOMER,G6315-MONOMER,b0561(),Sync
EG10424-MONOMER,EG10424-MONOMER,b3699(),Sync
G6152-MONOMER,G6152-MONOMER,b0281(),Sync
EG12158-MONOMER,EG12158-MONOMER,b0393(),Sync
G6129-MONOMER,G6129-MONOMER,b0254(),Sync
EG10244-MONOMER,EG10244-MONOMER,b4362(),Sync
EG12877-MONOMER,EG12877-MONOMER,b1154(),Sync
EG11500-MONOMER,EG11500-MONOMER,b1099(),Sync
EG11740-MONOMER,EG11740-MONOMER,b0568(),Sync
EG10829-MONOMER,EG10829-MONOMER,b3652(),Sync
EG10438-MONOMER,EG10438-MONOMER,b4172(),Sync
EG10239-MONOMER,EG10239-MONOMER,b3066(),Sync
G7916-MONOMER,G7916-MONOMER,b4306(),Sync
EG11412-MONOMER,EG11412-MONOMER,b0640(),Sync
G7366-MONOMER,G7366-MONOMER,b2631(),Sync
EG10764-MONOMER,EG10764-MONOMER,b4201(),Sync
G7272-MONOMER,G7272-MONOMER,b2442(),Sync
EG10236-MONOMER,EG10236-MONOMER,b4052(),Sync
G7085-MONOMER,G7085-MONOMER,b2005(),Sync
EG10300-MONOMER,EG10300-MONOMER,b2610(),Sync
G6827-MONOMER,G6827-MONOMER,b1554(),Sync
G7539-MONOMER,G7539-MONOMER,b2972(),Sync
G6689-MONOMER,G6689-MONOMER,b1366(),Sync
EG10785-MONOMER,EG10785-MONOMER,b1204(),Sync
G6593-MONOMER,G6593-MONOMER,b1149(),Sync
EG11255-MONOMER,EG11255-MONOMER,b0637(),Sync
G6312-MONOMER,G6312-MONOMER,b0557(),Sync
EG10529-MONOMER,EG10529-MONOMER,b2569(),Sync
G6149-MONOMER,G6149-MONOMER,b0278(),Sync
G6362-MONOMER,G6362-MONOMER,b0659(),Sync
G6125-MONOMER,G6125-MONOMER,b0250(),Sync
EG10504-MONOMER,EG10504-MONOMER,b0884(),Sync
EG12344-MONOMER,EG12344-MONOMER,b1303(),Sync
EG11128-MONOMER,EG11128-MONOMER,b1282(),Sync
EG11634-MONOMER,EG11634-MONOMER,b1548(),Sync
EG10813-MONOMER,EG10813-MONOMER,b1351(),Sync
YJJK-MONOMER,YJJK-MONOMER,b4391(),Sync
G7899-MONOMER,G7899-MONOMER,b4277(),Sync
EG10335-MONOMER,EG10335-MONOMER,b0172(),Sync
G7363-MONOMER,G7363-MONOMER,b2628(),Sync
EG11036-MONOMER,EG11036-MONOMER,b3339(),Sync
G7230-MONOMER,G7230-MONOMER,b2361(),Sync
G7082-MONOMER,G7082-MONOMER,b2002(),Sync
EG10941-MONOMER,EG10941-MONOMER,b3591(),Sync
G6824-MONOMER,G6824-MONOMER,b1551(),Sync
EG10761-MONOMER,EG10761-MONOMER,b1211(),Sync
G6684-MONOMER,G6684-MONOMER,b1360(),Sync
MONOMER0-4539,MONOMER0-4539,b3168(),Sync
G6590-MONOMER,G6590-MONOMER,b1146(),Sync
EG12354-MONOMER,EG12354-MONOMER,b0191(),Sync
G6309-MONOMER,G6309-MONOMER,b0554(),Sync
EG10360-MONOMER,EG10360-MONOMER,b3340(),Sync
G6144-MONOMER,G6144-MONOMER,b0272(),Sync
EG11037-MONOMER,EG11037-MONOMER,b3980(),Sync
G6122-MONOMER,G6122-MONOMER,b0247(),Sync
EG12114-MONOMER,EG12114-MONOMER,b4375(),Sync
EG12205-MONOMER,EG12205-MONOMER,b1558(),Sync
EG10942-MONOMER,EG10942-MONOMER,b3590(),Sync
EG11301-MONOMER,EG11301-MONOMER,b1572(),Sync
EG11681-MONOMER,EG11681-MONOMER,b3203(),Sync
EG10777-MONOMER,EG10777-MONOMER,b1305(),Sync
EG10762-MONOMER,EG10762-MONOMER,b2891(),Sync
EG10228-MONOMER,EG10228-MONOMER,b1569(),Sync
EG10506-MONOMER,EG10506-MONOMER,b1718(),Sync
G7380-MONOMER,G7380-MONOMER,b2645(),Sync
YHES-MONOMER,YHES-MONOMER,b3352(),Sync
G7360-MONOMER,G7360-MONOMER,b2625(),Sync
EG11087-MONOMER,EG11087-MONOMER,b0097(),Sync
G7227-MONOMER,G7227-MONOMER,b2358(),Sync
YHIH-MONOMER,YHIH-MONOMER,b3486(),Sync
G6821-MONOMER,G6821-MONOMER,b1547(),Sync
EG10230-MONOMER,EG10230-MONOMER,b0145(),Sync
G6681-MONOMER,G6681-MONOMER,b1357(),Sync
EG11033-MONOMER,EG11033-MONOMER,b0170(),Sync
G6587-MONOMER,G6587-MONOMER,b1143(),Sync
EG11782-MONOMER,EG11782-MONOMER,b2620(),Sync
G6306-MONOMER,G6306-MONOMER,b0550(),Sync
G7176-MONOMER,G7176-MONOMER,b2269(),Sync
G6140-MONOMER,G6140-MONOMER,b0268(),Sync
EG11481-MONOMER,EG11481-MONOMER,b4483(),Sync
G6493-MONOMER,G6493-MONOMER,b0955(),Sync
EG12154-MONOMER,EG12154-MONOMER,b1353(),Sync
EG11129-MONOMER,EG11129-MONOMER,b1561(),Sync
G7211-MONOMER,G7211-MONOMER,b2340(),Sync
EG10684-MONOMER,EG10684-MONOMER,b0741(),Sync
EG10126-MONOMER,EG10126-MONOMER,b3966(),Sync
EG10570-MONOMER,EG10570-MONOMER,b0168(),Sync
G7377-MONOMER,G7377-MONOMER,b2642(),Sync
G7109-MONOMER,G7109-MONOMER,b2070(),Sync
G7279-MONOMER,G7279-MONOMER,b2449(),Sync
EG11132-MONOMER,EG11132-MONOMER,b1703(),Sync
G7223-MONOMER,G7223-MONOMER,b2354(),Sync
G7011-MONOMER,G7011-MONOMER,b1838(),Sync
G6834-MONOMER,G6834-MONOMER,b1567(),Sync
EG12424-MONOMER,EG12424-MONOMER,b1212(),Sync
G6818-MONOMER,G6818-MONOMER,b1544(),Sync
EG10852-MONOMER,EG10852-MONOMER,b0852(),Sync
G6677-MONOMER,G6677-MONOMER,b1346(),Sync
G6583-MONOMER,G6583-MONOMER,b1138(),Sync
RNTRACTIV-MONOMER,RNTRACTIV-MONOMER,b4237(),Sync
G6303-MONOMER,G6303-MONOMER,b0547(),Sync
EG12270-MONOMER,EG12270-MONOMER,b3550(),Sync
G7769-MONOMER,G7769-MONOMER,b0259(),Sync
G7510-MONOMER,G7510-MONOMER,b2897(),Sync
G6468-MONOMER,G6468-MONOMER,b0905(),Sync
G7370-MONOMER,G7370-MONOMER,b2635(),Sync
G7276-MONOMER,G7276-MONOMER,b2446(),Sync
EG11430-MONOMER,EG11430-MONOMER,b1128(),Sync
G7219-MONOMER,G7219-MONOMER,b2350(),Sync
G7402-MONOMER,G7402-MONOMER,b2674(),Sync
G6831-MONOMER,G6831-MONOMER,b1560(),Sync
G7111-MONOMER,G7111-MONOMER,b2072(),Sync
G6696-MONOMER,G6696-MONOMER,b1373(),Sync
G6598-MONOMER,G6598-MONOMER,b1155(),Sync
EG11207-MONOMER,EG11207-MONOMER,b4012(),Sync
G6317-MONOMER,G6317-MONOMER,b0563(),Sync
