Transcription-Units,Genes of transcription unit,Direction
TU271D-1168,CLJU_RS09910 // CLJU_RS09905,+
TU271D-53,CLJU_RS00425,+
TU271D-2235,CLJU_RS18895,-
TU271D-278,CLJU_RS02225,+
TU271D-321,CLJU_RS02555,+
TU271D-1528,CLJU_RS13075 // CLJU_RS13070,-
TU271D-2446,CLJU_RS20690,+
TU271D-872,CLJU_RS07475,-
TU271D-1949,CLJU_RS16510,-
TU271D-401,CLJU_RS03350 // CLJU_RS03345,-
TU271D-2312,CLJU_RS19570 // CLJU_RS19565,-
TU271D-2094,CLJU_RS17720 // CLJU_RS17715 // CLJU_RS17710,-
TU271D-651,CLJU_RS05525,+
TU271D-176,CLJU_RS01375,-
TU271D-1117,CLJU_RS09510 // CLJU_RS09505,+
TU271D-2166,CLJU_RS18340,-
TU271D-2171,CLJU_RS22480,+
TU271D-1431,CLJU_RS12175,-
TU271D-2666,CLJU_RS22295,+
TU271D-1048,CLJU_RS08975 // CLJU_RS08970 // CLJU_RS08965 // CLJU_RS08960,+
TU271D-2330,CLJU_RS19735,-
TU271D-2032,CLJU_RS17225 // CLJU_RS17220,-
TU271D-2271,CLJU_RS19175,-
TU271D-2213,CLJU_RS18745 // CLJU_RS18740 // CLJU_RS18735 // CLJU_RS18730 // CLJU_RS18725,-
TU271D-150,CLJU_RS01135,+
TU271D-1895,CLJU_RS16120 // CLJU_RS16115,-
TU271D-1177,CLJU_RS09970 // CLJU_RS09965,+
TU271D-989,CLJU_RS08505 // CLJU_RS08500,+
TU271D-1244,CLJU_RS10530,-
TU271D-2445,CLJU_RS21960,+
TU271D-871,CLJU_RS07470,-
TU271D-2139,CLJU_RS18150,-
TU271D-1324,CLJU_RS11200,-
TU271D-1516,CLJU_RS22625 // CLJU_RS22620,+
TU271D-1967,CLJU_RS16645 // CLJU_RS16640,-
TU271D-1597,CLJU_RS21710,+
TU271D-1031,CLJU_RS08820 // CLJU_RS08815,+
TU271D-650,CLJU_RS05520 // CLJU_RS05515 // CLJU_RS05510,+
TU271D-1907,CLJU_RS16185,-
TU271D-535,CLJU_RS04445,+
TU271D-1799,CLJU_RS15195,-
TU271D-1408,CLJU_RS12020 // CLJU_RS12015 // CLJU_RS12010,-
TU271D-1865,CLJU_RS15895,+
TU271D-1396,CLJU_RS11900,-
TU271D-476,CLJU_RS03990,+
TU271D-268,CLJU_RS02155 // CLJU_RS02150,+
TU271D-2783,CLJU_RS08370,+
TU271D-1806,CLJU_RS15270,-
TU271D-2665,CLJU_RS13225,+
TU271D-307,CLJU_RS02450,-
TU271D-1736,CLJU_RS14665,+
TU271D-2842,CLJU_RS04145,-
TU271D-988,CLJU_RS08495,+
TU271D-870,CLJU_RS07465,-
TU271D-2444,CLJU_RS20685 // CLJU_RS20680,+
TU271D-371,CLJU_RS03075,+
TU271D-2892,CLJU_RS00805,-
TU271D-82,CLJU_RS00650,+
TU271D-1184,CLJU_RS10045,+
TU271D-202,CLJU_RS01595 // CLJU_RS01590,+
TU271D-418,CLJU_RS03500,+
TU271D-123,CLJU_RS00950 // CLJU_RS00945,-
TU271D-649,CLJU_RS05505,+
TU271D-1119,CLJU_RS09535 // CLJU_RS09530,+
TU271D-2049,CLJU_RS17355,-
TU271D-1449,CLJU_RS12325,-
TU271D-2089,CLJU_RS17680 // CLJU_RS17675,-
TU271D-2829,CLJU_RS05305,+
TU271D-2195,CLJU_RS18595,-
TU271D-2664,CLJU_RS13255,+
TU271D-2841,CLJU_RS04250,-
TU271D-2329,CLJU_RS19730,-
TU271D-1544,CLJU_RS13210,-
TU271D-2270,CLJU_RS19170 // CLJU_RS19165 // CLJU_RS19160,+
TU271D-1472,CLJU_RS12555 // CLJU_RS12550,+
TU271D-1345,CLJU_RS11425,-
TU271D-1243,CLJU_RS10525,-
TU271D-2443,CLJU_RS21955,+
TU271D-632,CLJU_RS05355,+
TU271D-2793,CLJU_RS07805,+
TU271D-1209,CLJU_RS10255,+
TU271D-1439,CLJU_RS12245,+
TU271D-2611,CLJU_RS15155,+
TU271D-1596,CLJU_RS21705,+
TU271D-52,CLJU_RS00420,+
TU271D-2124,CLJU_RS17915,-
TU271D-235,CLJU_RS01895,+
TU271D-1691,CLJU_RS14285 // CLJU_RS14280,-
TU271D-193,CLJU_RS01500 // CLJU_RS01495,+
TU271D-648,CLJU_RS22550,+
TU271D-2780,CLJU_RS08475,-
TU271D-534,CLJU_RS04440,+
TU271D-1864,CLJU_RS15875 // CLJU_RS22410,+
TU271D-475,CLJU_RS03985,+
TU271D-2781,CLJU_RS08390,-
TU271D-1805,CLJU_RS15265,-
TU271D-2490,CLJU_RS21105,+
TU271D-2859,CLJU_RS03265,-
TU271D-2077,CLJU_RS17600,-
TU271D-2663,CLJU_RS13280,+
TU271D-971,CLJU_RS08340,+
TU271D-1374,CLJU_RS11670 // CLJU_RS11665 // CLJU_RS11660,-
TU271D-2442,CLJU_RS20665,-
TU271D-868,CLJU_RS07455 // CLJU_RS07450 // CLJU_RS07445,+
TU271D-1948,CLJU_RS16505,-
TU271D-1690,CLJU_RS14275 // CLJU_RS22055,-
TU271D-400,CLJU_RS03340 // CLJU_RS03335,+
TU271D-344,CLJU_RS02850 // CLJU_RS02845 // CLJU_RS02840 // CLJU_RS02835,+
TU271D-1615,CLJU_RS13705,-
TU271D-647,CLJU_RS05500,+
TU271D-2165,CLJU_RS18335,-
TU271D-2807,CLJU_RS06885,-
TU271D-1083,CLJU_RS09255,+
TU271D-2662,CLJU_RS13285,-
TU271D-1430,CLJU_RS12170,-
TU271D-161,CLJU_RS01225,+
TU271D-1760,CLJU_RS14900,+
TU271D-2328,CLJU_RS19720,-
TU271D-2269,CLJU_RS19145 // CLJU_RS19140,-
TU271D-2212,CLJU_RS18720,-
TU271D-1485,CLJU_RS12620 // CLJU_RS12615,-
TU271D-1358,CLJU_RS11520,-
TU271D-1257,CLJU_RS10650,-
TU271D-985,CLJU_RS08480,+
TU271D-2893,CLJU_RS00765,+
TU271D-1242,CLJU_RS10520,-
TU271D-2441,CLJU_RS20660,-
TU271D-867,CLJU_RS07440 // CLJU_RS07435,+
TU271D-1291,CLJU_RS21305,-
TU271D-1721,CLJU_RS14550,-
TU271D-251,CLJU_RS02015,+
TU271D-1150,CLJU_RS09780,+
TU271D-51,CLJU_RS00415,+
TU271D-984,CLJU_RS08470,+
TU271D-646,CLJU_RS05495,+
TU271D-533,CLJU_RS04435,+
TU271D-1863,CLJU_RS15855,+
TU271D-474,CLJU_RS03980 // CLJU_RS03975,+
TU271D-2840,CLJU_RS04255,+
TU271D-2779,CLJU_RS08575,-
