Transcription-Units,Genes of transcription unit,Direction
TU1SOZ-913,ABAYE_RS07875,+
TU1SOZ-767,ABAYE_RS06480,+
TU1SOZ-1837,ABAYE_RS16265,-
TU1SOZ-1982,ABAYE_RS17425 // ABAYE_RS17420,-
TU1SOZ-1123,ABAYE_RS09755,-
TU1SOZ-886,ABAYE_RS07680 // ABAYE_RS07675 // ABAYE_RS07670,-
TU1SOZ-1516,ABAYE_RS13310,-
TU1SOZ-296,ABAYE_RS02420,+
TU1SOZ-2144,ABAYE_RS18835,-
TU1SOZ-2631,ABAYE_RS02385,-
TU1SOZ-2289,ABAYE_RS15860,+
TU1SOZ-137,ABAYE_RS01050,+
TU1SOZ-1220,ABAYE_RS10735 // ABAYE_RS10730,+
TU1SOZ-928,ABAYE_RS08005,-
TU1SOZ-1475,ABAYE_RS12985,-
TU1SOZ-36,ABAYE_RS00335,+
TU1SOZ-1756,ABAYE_RS15505,-
TU1SOZ-110,ABAYE_RS00810,-
TU1SOZ-212,ABAYE_RS01715,+
TU1SOZ-2255,ABAYE_RS17795,-
TU1SOZ-1551,ABAYE_RS13645,-
TU1SOZ-196,ABAYE_RS01550,+
TU1SOZ-2106,ABAYE_RS18490,-
TU1SOZ-1303,ABAYE_RS11560,-
TU1SOZ-1904,ABAYE_RS16770,-
TU1SOZ-1076,ABAYE_RS09345 // ABAYE_RS09340,+
TU1SOZ-1934,ABAYE_RS16990,-
TU1SOZ-326,ABAYE_RS02785 // ABAYE_RS02780,+
TU1SOZ-488,ABAYE_RS04170,+
TU1SOZ-1198,ABAYE_RS10485,-
TU1SOZ-1022,ABAYE_RS08885,-
TU1SOZ-1152,ABAYE_RS10075,-
TU1SOZ-2636,ABAYE_RS01855,-
TU1SOZ-1539,ABAYE_RS13520 // ABAYE_RS19830,-
TU1SOZ-1429,ABAYE_RS19785,-
TU1SOZ-1824,ABAYE_RS16140 // ABAYE_RS16135 // ABAYE_RS16130,-
TU1SOZ-2182,ABAYE_RS19170,+
TU1SOZ-2687,ABAYE_RS00145,-
TU1SOZ-270,ABAYE_RS02215,+
TU1SOZ-2592,ABAYE_RS04230,-
TU1SOZ-1806,ABAYE_RS16000,-
TU1SOZ-236,ABAYE_RS01925,-
TU1SOZ-1245,ABAYE_RS11025 // ABAYE_RS11020 // ABAYE_RS11015 // ABAYE_RS11010 // ABAYE_RS11005 // ABAYE_RS11000 // ABAYE_RS10995,+
TU1SOZ-218,ABAYE_RS01785 // ABAYE_RS01780,-
TU1SOZ-261,ABAYE_RS02160,-
TU1SOZ-1717,ABAYE_RS15115,-
TU1SOZ-2601,ABAYE_RS03560,+
TU1SOZ-2189,ABAYE_RS19210 // ABAYE_RS19205,-
TU1SOZ-373,ABAYE_RS03215,+
TU1SOZ-2628,ABAYE_RS02400,+
TU1SOZ-2559,ABAYE_RS05265,+
TU1SOZ-2435,ABAYE_RS10800,+
TU1SOZ-1557,ABAYE_RS13730 // ABAYE_RS13725,+
TU1SOZ-1436,ABAYE_RS12715,-
TU1SOZ-1059,ABAYE_RS09200 // ABAYE_RS09195,-
TU1SOZ-1390,ABAYE_RS12395,+
TU1SOZ-1536,ABAYE_RS13495,-
TU1SOZ-1663,ABAYE_RS14670,-
TU1SOZ-138,ABAYE_RS01060 // ABAYE_RS01055,+
TU1SOZ-232,ABAYE_RS01880,+
TU1SOZ-58,ABAYE_RS00515 // ABAYE_RS00510 // ABAYE_RS00505,-
TU1SOZ-2075,ABAYE_RS18280,+
TU1SOZ-266,ABAYE_RS02190,-
TU1SOZ-1090,ABAYE_RS09455,-
TU1SOZ-2143,ABAYE_RS18825 // ABAYE_RS18820,-
TU1SOZ-1036,ABAYE_RS09005,-
TU1SOZ-632,ABAYE_RS05400,-
TU1SOZ-2251,ABAYE_RS19945,-
TU1SOZ-2496,ABAYE_RS07905,+
TU1SOZ-516,ABAYE_RS04385,-
TU1SOZ-810,ABAYE_RS06960,-
TU1SOZ-799,ABAYE_RS06865,-
TU1SOZ-2027,ABAYE_RS17815 // ABAYE_RS17810,-
TU1SOZ-965,ABAYE_RS08325,-
TU1SOZ-1307,ABAYE_RS11610,-
TU1SOZ-2630,ABAYE_RS02390,+
TU1SOZ-1648,ABAYE_RS14575 // ABAYE_RS14570,-
TU1SOZ-599,ABAYE_RS05070,+
TU1SOZ-1408,ABAYE_RS12530,+
TU1SOZ-1394,ABAYE_RS12415,-
TU1SOZ-754,ABAYE_RS06375,+
TU1SOZ-1273,ABAYE_RS11265 // ABAYE_RS11260 // ABAYE_RS19715,+
TU1SOZ-1501,ABAYE_RS13165,+
TU1SOZ-356,ABAYE_RS03070,+
TU1SOZ-800,ABAYE_RS06875 // ABAYE_RS06870,+
TU1SOZ-351,ABAYE_RS03015 // ABAYE_RS03010,-
TU1SOZ-1659,ABAYE_RS14650,-
TU1SOZ-815,ABAYE_RS07000 // ABAYE_RS06995 // ABAYE_RS06990,+
TU1SOZ-195,ABAYE_RS01545 // ABAYE_RS01540,-
TU1SOZ-2383,ABAYE_RS12035,+
TU1SOZ-2041,ABAYE_RS17965 // ABAYE_RS17960,-
TU1SOZ-2380,ABAYE_RS12250,+
TU1SOZ-1684,ABAYE_RS14815,+
TU1SOZ-1246,ABAYE_RS11030,+
TU1SOZ-1953,ABAYE_RS17220,-
TU1SOZ-1056,ABAYE_RS09145 // ABAYE_RS19665,+
TU1SOZ-2112,ABAYE_RS18540,-
TU1SOZ-498,ABAYE_RS04240,+
TU1SOZ-1529,ABAYE_RS13430,+
TU1SOZ-731,ABAYE_RS06200,-
TU1SOZ-997,ABAYE_RS08625 // ABAYE_RS08620,-
TU1SOZ-1974,ABAYE_RS17345,-
TU1SOZ-413,ABAYE_RS03650,+
TU1SOZ-42,ABAYE_RS00410 // ABAYE_RS00405,-
TU1SOZ-1776,ABAYE_RS15695 // ABAYE_RS15690,+
TU1SOZ-1778,ABAYE_RS15730 // ABAYE_RS15725 // ABAYE_RS15720,-
TU1SOZ-629,ABAYE_RS05385 // ABAYE_RS05380 // ABAYE_RS05375 // ABAYE_RS05370,-
TU1SOZ-968,ABAYE_RS08350,-
TU1SOZ-816,ABAYE_RS07015 // ABAYE_RS07010,+
TU1SOZ-1384,ABAYE_RS12370,+
TU1SOZ-114,ABAYE_RS00830,-
TU1SOZ-2573,ABAYE_RS04770,+
TU1SOZ-409,ABAYE_RS03625 // ABAYE_RS03620 // ABAYE_RS03615 // ABAYE_RS03610,+
TU1SOZ-285,ABAYE_RS02325,-
TU1SOZ-2615,ABAYE_RS03025,+
TU1SOZ-1733,ABAYE_RS15295,+
TU1SOZ-604,ABAYE_RS05125,-
TU1SOZ-2170,ABAYE_RS19090,+
TU1SOZ-166,ABAYE_RS01305,+
TU1SOZ-1125,ABAYE_RS09775 // ABAYE_RS09770,-
TU1SOZ-1464,ABAYE_RS12900,+
TU1SOZ-1385,ABAYE_RS12375,+
TU1SOZ-2009,ABAYE_RS17665,+
TU1SOZ-2042,ABAYE_RS17975 // ABAYE_RS17970,-
TU1SOZ-2111,ABAYE_RS18535,+
TU1SOZ-436,ABAYE_RS03810 // ABAYE_RS03805,+
TU1SOZ-1477,ABAYE_RS12995,-
TU1SOZ-1184,ABAYE_RS10345 // ABAYE_RS10340,+
TU1SOZ-874,ABAYE_RS07580,+
TU1SOZ-1470,ABAYE_RS12960,-
TU1SOZ-1358,ABAYE_RS12085 // ABAYE_RS12080 // ABAYE_RS12075,-
TU1SOZ-2195,ABAYE_RS19265,+
TU1SOZ-826,ABAYE_RS07095 // ABAYE_RS07090,+
TU1SOZ-2388,ABAYE_RS19725,+
TU1SOZ-2138,ABAYE_RS20075,-
TU1SOZ-945,ABAYE_RS08165,-
TU1SOZ-1869,ABAYE_RS16520,-
TU1SOZ-738,ABAYE_RS06240,-
TU1SOZ-1181,ABAYE_RS10320,-
TU1SOZ-780,ABAYE_RS06615 // ABAYE_RS06610,-
TU1SOZ-851,ABAYE_RS07370,+
TU1SOZ-1156,ABAYE_RS10100,-
TU1SOZ-1356,ABAYE_RS12065,+
TU1SOZ-990,ABAYE_RS08555 // ABAYE_RS08550,+
TU1SOZ-387,ABAYE_RS03405 // ABAYE_RS03400,-
TU1SOZ-994,ABAYE_RS08590,+
TU1SOZ-1032,ABAYE_RS08980,-
TU1SOZ-1711,ABAYE_RS15075,-
TU1SOZ-1952,ABAYE_RS17215,-
TU1SOZ-1221,ABAYE_RS10740,+
TU1SOZ-1959,ABAYE_RS17255,-
TU1SOZ-254,ABAYE_RS02090,-
TU1SOZ-985,ABAYE_RS08485,+
TU1SOZ-1329,ABAYE_RS11840 // ABAYE_RS11835,-
TU1SOZ-740,ABAYE_RS06255 // ABAYE_RS06250,-
TU1SOZ-547,ABAYE_RS04620,+
TU1SOZ-708,ABAYE_RS06045,+
TU1SOZ-2234,ABAYE_RS18210,-
TU1SOZ-1122,ABAYE_RS09750,+
TU1SOZ-963,ABAYE_RS08315,+
TU1SOZ-1078,ABAYE_RS09370 // ABAYE_RS09365,-
TU1SOZ-2099,ABAYE_RS18435 // ABAYE_RS18430,+
TU1SOZ-2621,ABAYE_RS02790,-
TU1SOZ-1884,ABAYE_RS16620,+
TU1SOZ-111,ABAYE_RS00815,+
TU1SOZ-1804,ABAYE_RS15990,+
TU1SOZ-1500,ABAYE_RS13160 // ABAYE_RS13155,+
TU1SOZ-566,ABAYE_RS04750,-
TU1SOZ-761,ABAYE_RS19625,+
TU1SOZ-1305,ABAYE_RS11590 // ABAYE_RS11585 // ABAYE_RS11580 // ABAYE_RS11575 // ABAYE_RS11570,+
TU1SOZ-820,ABAYE_RS07060,+
TU1SOZ-2416,ABAYE_RS11050,-
TU1SOZ-2271,ABAYE_RS16715,-
TU1SOZ-847,ABAYE_RS07315 // ABAYE_RS07310,-
TU1SOZ-314,ABAYE_RS02600 // ABAYE_RS02595 // ABAYE_RS02590 // ABAYE_RS02585 // ABAYE_RS02580 // ABAYE_RS02575 // ABAYE_RS02570 // ABAYE_RS02565 // ABAYE_RS02560 // ABAYE_RS02555,+
TU1SOZ-47,ABAYE_RS00445 // ABAYE_RS00440,+
TU1SOZ-1633,ABAYE_RS14450,-
TU1SOZ-1941,ABAYE_RS17100 // ABAYE_RS17095 // ABAYE_RS17090 // ABAYE_RS17085,-
TU1SOZ-2343,ABAYE_RS13950,+
TU1SOZ-934,ABAYE_RS08045 // ABAYE_RS08040 // ABAYE_RS08035,-
TU1SOZ-1020,ABAYE_RS08865,+
TU1SOZ-2657,ABAYE_RS01425,+
TU1SOZ-2314,ABAYE_RS14900,+
TU1SOZ-244,ABAYE_RS02030,+
TU1SOZ-2604,ABAYE_RS03485,+
TU1SOZ-2376,ABAYE_RS12690,+
TU1SOZ-2018,ABAYE_RS17720,-
TU1SOZ-1815,ABAYE_RS16070,+
TU1SOZ-1625,ABAYE_RS14365,+
TU1SOZ-2458,ABAYE_RS09850,+
TU1SOZ-618,ABAYE_RS05290,+
TU1SOZ-1509,ABAYE_RS13255 // ABAYE_RS13250 // ABAYE_RS13245,+
TU1SOZ-1565,ABAYE_RS13800,+
TU1SOZ-628,ABAYE_RS05365,-
TU1SOZ-414,ABAYE_RS03655,-
TU1SOZ-2651,ABAYE_RS01615,+
TU1SOZ-796,ABAYE_RS06840,+
TU1SOZ-80,ABAYE_RS00595,+
TU1SOZ-2004,ABAYE_RS17625,+
TU1SOZ-2529,ABAYE_RS06415,-
TU1SOZ-360,ABAYE_RS03090,-
TU1SOZ-1222,ABAYE_RS10745,+
TU1SOZ-2466,ABAYE_RS09350,-
TU1SOZ-2013,ABAYE_RS19915,+
TU1SOZ-246,ABAYE_RS02050 // ABAYE_RS02045 // ABAYE_RS02040,+
TU1SOZ-464,ABAYE_RS04005,+
TU1SOZ-1183,ABAYE_RS10335 // ABAYE_RS10330,+
TU1SOZ-1453,ABAYE_RS12840,+
TU1SOZ-1261,ABAYE_RS11155 // ABAYE_RS11150,-
TU1SOZ-1393,ABAYE_RS12410,-
TU1SOZ-2,ABAYE_RS00550 // ABAYE_RS00545,-
TU1SOZ-140,ABAYE_RS01075 // ABAYE_RS01070,-
TU1SOZ-502,ABAYE_RS04275 // ABAYE_RS04270,-
TU1SOZ-1677,ABAYE_RS14760 // ABAYE_RS14755 // ABAYE_RS14750,-
TU1SOZ-2599,ABAYE_RS03745,+
TU1SOZ-1640,ABAYE_RS14490,-
TU1SOZ-1046,ABAYE_RS09075,-
TU1SOZ-748,ABAYE_RS06320,+
TU1SOZ-271,ABAYE_RS02220,+
TU1SOZ-1008,ABAYE_RS08745,+
TU1SOZ-1328,ABAYE_RS11830,-
TU1SOZ-2467,ABAYE_RS09315,-
TU1SOZ-1197,ABAYE_RS10480 // ABAYE_RS10475 // ABAYE_RS10470 // ABAYE_RS10465,+
TU1SOZ-617,ABAYE_RS05285,-
TU1SOZ-430,ABAYE_RS03770,-
TU1SOZ-707,ABAYE_RS06040,+
TU1SOZ-528,ABAYE_RS04500 // ABAYE_RS04495,+
TU1SOZ-1573,ABAYE_RS13880 // ABAYE_RS13875 // ABAYE_RS13870,-
TU1SOZ-2328,ABAYE_RS14265,+
TU1SOZ-1058,ABAYE_RS09190 // ABAYE_RS09185,+
TU1SOZ-311,ABAYE_RS02540,-
TU1SOZ-887,ABAYE_RS07685,-
TU1SOZ-354,ABAYE_RS03055,+
TU1SOZ-1345,ABAYE_RS11995,+
TU1SOZ-2515,ABAYE_RS07210,-
TU1SOZ-447,ABAYE_RS03870,-
TU1SOZ-723,ABAYE_RS06140,-
TU1SOZ-18,ABAYE_RS00225,+
TU1SOZ-1576,ABAYE_RS13895,+
TU1SOZ-2536,ABAYE_RS19615,+
TU1SOZ-954,ABAYE_RS08220,+
TU1SOZ-1042,ABAYE_RS09055 // ABAYE_RS09050,-
TU1SOZ-81,ABAYE_RS00600,+
TU1SOZ-1993,ABAYE_RS17515 // ABAYE_RS17510,+
TU1SOZ-1041,ABAYE_RS09045 // ABAYE_RS09040,-
TU1SOZ-6,ABAYE_RS00130,-
TU1SOZ-605,ABAYE_RS05135,-
TU1SOZ-1585,ABAYE_RS13980,-
TU1SOZ-1495,ABAYE_RS13125 // ABAYE_RS13120,-
TU1SOZ-695,ABAYE_RS05905,+
TU1SOZ-1666,ABAYE_RS14685,-
TU1SOZ-1738,ABAYE_RS15330,-
TU1SOZ-262,ABAYE_RS02170 // ABAYE_RS02165,+
TU1SOZ-515,ABAYE_RS04380,-
TU1SOZ-673,ABAYE_RS05715 // ABAYE_RS05710,+
TU1SOZ-131,ABAYE_RS00985 // ABAYE_RS00980 // ABAYE_RS00975,+
TU1SOZ-453,ABAYE_RS03915,-
TU1SOZ-753,ABAYE_RS06360,-
TU1SOZ-2564,ABAYE_RS05130,+
TU1SOZ-352,ABAYE_RS03020,-
TU1SOZ-836,ABAYE_RS07220,+
TU1SOZ-1499,ABAYE_RS13150,-
TU1SOZ-2602,ABAYE_RS03515,+
TU1SOZ-1889,ABAYE_RS16645,+
TU1SOZ-19,ABAYE_RS00235 // ABAYE_RS00230,+
TU1SOZ-2572,ABAYE_RS04775,-
TU1SOZ-1665,ABAYE_RS14680,-
TU1SOZ-804,ABAYE_RS06915,+
TU1SOZ-2494,ABAYE_RS07930,-
TU1SOZ-1681,ABAYE_RS14795,-
TU1SOZ-1194,ABAYE_RS10425,-
TU1SOZ-860,ABAYE_RS07445 // ABAYE_RS07440,-
TU1SOZ-2620,ABAYE_RS02795,+
TU1SOZ-2228,ABAYE_RS18520,+
TU1SOZ-869,ABAYE_RS07550,+
TU1SOZ-1708,ABAYE_RS15050,+
TU1SOZ-664,ABAYE_RS05650,-
TU1SOZ-1658,ABAYE_RS14645 // ABAYE_RS14640,+
TU1SOZ-1175,ABAYE_RS10275,-
TU1SOZ-905,ABAYE_RS07825,+
TU1SOZ-468,ABAYE_RS04030,+
TU1SOZ-2490,ABAYE_RS08185,-
TU1SOZ-1270,ABAYE_RS11245,-
TU1SOZ-238,ABAYE_RS01935,+
TU1SOZ-1752,ABAYE_RS15465,-
TU1SOZ-2108,ABAYE_RS18500,+
TU1SOZ-1013,ABAYE_RS08780,-
TU1SOZ-267,ABAYE_RS02195,+
TU1SOZ-32,ABAYE_RS00310,-
TU1SOZ-592,ABAYE_RS05005,-
TU1SOZ-1069,ABAYE_RS09280 // ABAYE_RS09275,+
TU1SOZ-822,ABAYE_RS07070,-
TU1SOZ-1505,ABAYE_RS19800,+
TU1SOZ-817,ABAYE_RS07025,+
TU1SOZ-892,ABAYE_RS07720 // ABAYE_RS07715,-
TU1SOZ-734,ABAYE_RS06215,+
