Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,Interrupted?,"Gene products (complexes, polypeptides, and RNAs)",replicon
G7459,b2830,2966468,2966999,G7459-MONOMER,,G7459-MONOMER,NC_000913.2
EG11198,b3730,3911852,3913223,EG11198-MONOMER,,NAG1P-URIDYLTRANS-CPLX,NC_000913.2
G0-8882,b4445,2974325,2974407,G0-8882-ncRNA,,RYGB-RNA,NC_000913.2
EG11981,b2036,2105249,2106353,EG11981-MONOMER,,CPLX0-8582,NC_000913.2
G0-10451,b4532,1507309,1507486,G0-10451-MONOMER,,MONOMER0-2673,NC_000913.2
EG11425,b3625,3798289,3798988,EG11425-MONOMER,,EG11425-MONOMER,NC_000913.2
G7629,b3130,3275358,3275823,G7629-MONOMER,,CPLX0-7624,NC_000913.2
EG11923,b4026,4233928,4234171,EG11923-MONOMER,,EG11923-MONOMER,NC_000913.2
G7830,b4128,4350606,4350903,G7830-MONOMER,,G7830-MONOMER,NC_000913.2
EG10546,b0182,203347,204496,EG10546-MONOMER,,CPLX0-7415,NC_000913.2
EG11131,b1563,1643369,1643657,EG11131-MONOMER,,CPLX0-7791,NC_000913.2
EG11553,b3176,3320754,3322092,EG11553-MONOMER,,CPLX0-8583,NC_000913.2
G0-8868,b4444,2974123,2974211,G0-8868-ncRNA,,SRAE-RNA,NC_000913.2
EG11352,b3627,3800061,3801081,EG11352-MONOMER,,EG11352-MONOMER,NC_000913.2
G6389,b0746,780290,780366,G6389-tRNA,,RNA0-300,NC_000913.2
G7047,b1954,2023250,2023337,G7047-ncRNA,,DSRA-RNA,NC_000913.2
EG30097,b1032,1096787,1096875,EG30097-tRNA,,serX-tRNA,NC_000913.2
EG11456,b3791,3973168,3974299,EG11456-MONOMER,,CPLX0-7990,NC_000913.2
EG30057,b0745,780065,780141,EG30057-tRNA,,lysW-tRNA,NC_000913.2
EG11341,b3632,3805086,3806121,EG11341-MONOMER,,EG11341-MONOMER,NC_000913.2
EG30047,b4369,4604222,4604309,EG30047-tRNA,,leuP-tRNA,NC_000913.2
EG10316,b0179,200970,201996,EG10316-MONOMER,,CPLX0-8016,NC_000913.2
EG30031,b0664,695652,695727,EG30031-tRNA,,glnX-tRNA,NC_000913.2
EG12411,b2040,2109100,2110000,EG12411-MONOMER,,DTDPDEHYRHAMREDUCT-MONOMER,NC_000913.2
EG30013,b2691,2815805,2815882,EG30013-tRNA,,argQ-tRNA,NC_000913.2
EG11453,b3788,3970544,3971612,EG11453-MONOMER,,DTDPGLUCDEHYDRAT2-MONOMER,NC_000913.2
EG30113,b2402,2519072,2519148,EG30113-tRNA,,valX-tRNA,NC_000913.2
EG11982,b2035,2104083,2105250,EG11982-MONOMER,,EG11982-MONOMER,NC_000913.2
EG30094,b1975,2041491,2041581,EG30094-tRNA,,serU-tRNA,NC_000913.2
EG11426,b3624,3797367,3798219,EG11426-MONOMER,,EG11426-MONOMER,NC_000913.2
EG30054,b1909,1989838,1989925,EG30054-tRNA,,leuZ-tRNA,NC_000913.2
EG10840,b3784,3965938,3967042,EG10840-MONOMER,,CPLX0-8011,NC_000913.2
EG30044,b3277,3425097,3425174,EG30044-tRNA,,ileU-tRNA,NC_000913.2
EG11978,b2039,2108161,2109043,EG11978-MONOMER,,CPLX0-8034,NC_000913.2
EG30028,b0670,696087,696162,EG30028-tRNA,,glnU-tRNA,NC_000913.2
EG11423,b3623,3796261,3797335,EG11423-MONOMER,,EG11423-MONOMER,NC_000913.2
EG30010,b0203,225499,225575,EG30010-tRNA,,alaV-tRNA,NC_000913.2
G7800,b4481,3975547,3976627,G7800-MONOMER,,G7800-MONOMER,NC_000913.2
G7991,b1910,1989937,1990011,G7991-tRNA,,cysT-tRNA,NC_000913.2
EG11353,b3626,3799005,3800022,EG11353-MONOMER,,EG11353-MONOMER,NC_000913.2
EG30110,b2401,2518952,2519028,EG30110-tRNA,,valU-tRNA,NC_000913.2
G7090,b2027,2095344,2096325,G7090-MONOMER,,G7090-MONOMER,NC_000913.2
EG30068,b3799,3980757,3980834,EG30068-tRNA,,proM-tRNA,NC_000913.2
EG11350,b3629,3802203,3803139,EG11350-MONOMER,,EG11350-MONOMER,NC_000913.2
EG30041,b4165,4390605,4390681,EG30041-tRNA,,glyY-tRNA,NC_000913.2
EG12412,b2041,2109999,2111085,EG12412-MONOMER,,DTDPGLUCDEHYDRAT-CPLX,NC_000913.2
EG30023,b3760,3944894,3944971,EG30023-tRNA,,aspT-tRNA,NC_000913.2
EG11454,b3789,3971630,3972512,EG11454-MONOMER,,CPLX0-8012,NC_000913.2
EG12167,b0921,972759,973545,EG12167-MONOMER,,EG12167-MONOMER,NC_000913.2
EG11339,b3631,3803965,3805090,EG11339-MONOMER,,EG11339-MONOMER,NC_000913.2
G7118,b2081,2163691,2165053,G7118-MONOMER,,G7118-MONOMER,NC_000913.2
EG10362,b0759,790261,791278,EG10362-MONOMER,,UDPGLUCEPIM-CPLX,NC_000913.2
EG30107,b3977,4173494,4173579,EG30107-tRNA,,tyrU-tRNA,NC_000913.2
G7091,b2028,2096470,2097637,G7091-MONOMER,,CPLX0-8098,NC_000913.2
EG30065,b2967,3108387,3108463,EG30065-tRNA,,pheV-tRNA,NC_000913.2
EG10566,b1613,1686599,1687775,EG10566-MONOMER,,MANNPISOM-MONOMER,NC_000913.2
EG30038,b4163,4390382,4390458,EG30038-tRNA,,glyV-tRNA,NC_000913.2
EG10363,b0757,788053,789202,EG10363-MONOMER,,GALACTOKIN-MONOMER,NC_000913.2
EG30020,b1977,2042572,2042648,EG30020-tRNA,,asnT-tRNA,NC_000913.2
EG10161,b2049,2121107,2122544,EG10161-MONOMER,,MANNPGUANYLTRANGDP-MONOMER,NC_000913.2
EG10997,b3706,3884850,3886215,EG10997-MONOMER,,CPLX0-7609,NC_000913.2
G7239,b2376,2492719,2492995,G7239-MONOMER,,G7239-MONOMER,NC_000913.2
G7020,b1870,1950725,1951469,G7020-MONOMER,,CPLX0-8010,NC_000913.2
EG11787,b2053,2125216,2126338,EG11787-MONOMER,,GDPMANDEHYDRA-CPLX,NC_000913.2
EG30104,b0244,262094,262170,EG30104-tRNA,,thrW-tRNA,NC_000913.2
EG10821,b2217,2314198,2314849,EG10821-MONOMER,,PHOSPHO-RCSB,NC_000913.2
EG30061,b3171,3316234,3316311,EG30061-tRNA,,metY-tRNA,NC_000913.2
EG10366,b0758,789205,790252,EG10366-MONOMER,,GALACTURIDYLYLTRANS-CPLX,NC_000913.2
EG30051,b4368,4604101,4604188,EG30051-tRNA,,leuV-tRNA,NC_000913.2
EG10162,b2048,2119632,2121003,EG10162-MONOMER,,PHOSMANMUT-MONOMER,NC_000913.2
EG30035,b2590,2727390,2727466,EG30035-tRNA,,gltW-tRNA,NC_000913.2
EG11788,b2052,2124248,2125214,EG11788-MONOMER,,CPLX0-3881,NC_000913.2
EG30017,b3796,3980397,3980474,EG30017-tRNA,,argX-tRNA,NC_000913.2
EG11319,b1236,1290679,1291588,EG11319-MONOMER,,CPLX0-8205,NC_000913.2
G6390,b0747,780369,780445,G6390-tRNA,,RNA0-301,NC_000913.2
EG10520,b3633,3806562,3807840,EG10520-MONOMER,,KDOTRANS-MONOMER,NC_000913.2
EG30101,b3979,4173776,4173852,EG30101-tRNA,,thrT-tRNA,NC_000913.2
EG11977,b1950,2020916,2021702,EG11977-MONOMER,,CPLX0-7451,NC_000913.2
EG30058,b0673,696279,696356,EG30058-tRNA,,metT-tRNA,NC_000913.2
G377,b1941,2014577,2015951,G377-MONOMER,,CPLX0-7451,NC_000913.2
EG30048,b4370,4604337,4604424,EG30048-tRNA,,leuQ-tRNA,NC_000913.2
EG10229,b2321,2435971,2436967,EG10229-MONOMER,,EG10229-MONOMER,NC_000913.2
EG30032,b3969,4166394,4166470,EG30032-tRNA,,gltT-tRNA,NC_000913.2
EG11346,b1937,2010723,2011038,EG11346-MONOMER,,EG11346-MONOMER,NC_000913.2
EG30014,b0536,563945,564022,EG30014-tRNA,,argU-tRNA,NC_000913.2
EG11976,b1949,2020639,2020909,EG11976-MONOMER,,CPLX0-7451,NC_000913.2
EG30114,b2403,2519194,2519270,EG30114-tRNA,,valY-tRNA,NC_000913.2
EG10938,b0408,426870,428718,EG10938-MONOMER,,SEC-SECRETION-CPLX,NC_000913.2
EG30095,b2695,2816574,2816667,EG30095-tRNA,,serV-tRNA,NC_000913.2
G7070,b1985,2056226,2057714,G7070-MONOMER,,YEEO-MONOMER,NC_000913.2
EG30055,b0743,779776,779852,EG30055-tRNA,,lysT-tRNA,NC_000913.2
EG10766,b3300,3440787,3442119,EG10766-MONOMER,,SEC-SECRETION-CPLX,NC_000913.2
EG30045,b0202,225380,225457,EG30045-tRNA,,ileV-tRNA,NC_000913.2
G6885,b1645,1720144,1722157,G6885-MONOMER,,G6885-MONOMER,NC_000913.2
EG30029,b0665,695764,695839,EG30029-tRNA,,glnV-tRNA,NC_000913.2
EG10685,b3258,3405628,3407080,EG10685-MONOMER,,PANF-MONOMER,NC_000913.2
EG30011,b2397,2516177,2516253,EG30011-tRNA,,alaW-tRNA,NC_000913.2
EG10617,b3161,3302594,3303839,EG10617-MONOMER,,MTR-MONOMER,NC_000913.2
EG30111,b1665,1744458,1744535,EG30111-tRNA,,valV-tRNA,NC_000913.2
G6565,b1105,1161860,1162502,G6565-MONOMER,,G6565-MONOMER,NC_000913.2
EG30092,b3658,3834244,3834339,EG30092-tRNA,,selC-tRNA,NC_000913.2
EG10556,b4032,4240648,4241539,EG10556-MONOMER,,ABC-16-CPLX,NC_000913.2
EG30042,b3797,3980531,3980608,EG30042-tRNA,,hisR-tRNA,NC_000913.2
G6452,b0867,904135,904966,G6452-MONOMER,,G6452-MONOMER,NC_000913.2
EG30024,b0206,228927,229004,EG30024-tRNA,,aspU-tRNA,NC_000913.2
EG10476,b2723,2845436,2847263,EG10476-MONOMER,,FHLMULTI-CPLX,NC_000913.2
EG30008,b3853,4035282,4035358,EG30008-tRNA,,charged-alaT-tRNA,NC_000913.2
G6323,b0577,602638,603886,G6323-MONOMER,,CPLX0-7981,NC_000913.2
G7346,b2562,2697684,2697945,G7346-MONOMER,,G7346-MONOMER,NC_000913.2
EG10042,b0111,119280,120135,EG10042-MONOMER,,EG10042-MONOMER,NC_000913.2
EG30108,b1230,1286466,1286551,EG30108-tRNA,,tyrV-tRNA,NC_000913.2
EG10264,b0586,613379,617261,EG10264-MONOMER,,MONOMER0-4398,NC_000913.2
EG30066,b3545,3706638,3706715,EG30066-tRNA,,proK-tRNA,NC_000913.2
EG12883,b2987,3132893,3134393,EG12883-MONOMER,,PITB-MONOMER,NC_000913.2
EG30039,b1911,1990065,1990141,EG30039-tRNA,,glyW-tRNA,NC_000913.2
EG10178,b0432,449886,450834,EG10178-MONOMER,,CYT-O-UBIOX-CPLX,NC_000913.2
EG30021,b1986,2057874,2057950,EG30021-tRNA,,asnU-tRNA,NC_000913.2
EG12631,b4476,3573743,3575084,EG12631-MONOMER,,GNTU-MONOMER,NC_000913.2
EG11116,b1055,1116029,1117082,EG11116-MONOMER,,EG11116-MONOMER,NC_000913.2
EG10106,b3739,3920082,3920463,EG10106-MONOMER,,EG10106-MONOMER,NC_000913.2
G7021,b1871,1951465,1952437,G7021-MONOMER,,CPLX0-8190,NC_000913.2
EG12462,b4115,4333716,4335054,EG12462-MONOMER,,CPLX0-7535,NC_000913.2
EG30105,b3761,3944979,3945055,EG30105-tRNA,,trpT-tRNA,NC_000913.2
EG12276,b3568,3731742,3732924,EG12276-MONOMER,,ABC-33-CPLX,NC_000913.2
EG30062,b2814,2945408,2945485,EG30062-tRNA,,metZ-tRNA,NC_000913.2
EG12168,b0401,418814,420134,EG12168-MONOMER,,BRNQ-MONOMER,NC_000913.2
EG30052,b0672,696185,696270,EG30052-tRNA,,leuW-tRNA,NC_000913.2
EG12092,b2278,2391226,2393068,EG12092-MONOMER,,NADH-DHI-CPLX,NC_000913.2
EG30036,b3978,4173695,4173770,EG30036-tRNA,,glyT-tRNA,NC_000913.2
EG12032,b2164,2254106,2255357,EG12032-MONOMER,,YEIM-MONOMER,NC_000913.2
EG30018,b2693,2816219,2816296,EG30018-tRNA,,argY-tRNA,NC_000913.2
EG11902,b3943,4134130,4135036,EG11902-MONOMER,,EG11902-MONOMER,NC_000913.2
G6391,b0748,780591,780667,G6391-tRNA,,RNA0-302,NC_000913.2
EG11815,b0996,1057306,1058479,EG11815-MONOMER,,TMAOREDUCTI-CPLX,NC_000913.2
EG30102,b3976,4173410,4173486,EG30102-tRNA,,thrU-tRNA,NC_000913.2
EG11700,b0751,782388,783108,EG11700-MONOMER,,PNUC-MONOMER,NC_000913.2
EG30059,b0666,695886,695963,EG30059-tRNA,,metU-tRNA,NC_000913.2
EG11631,b0856,895356,896310,EG11631-MONOMER,,ABC-25-CPLX,NC_000913.2
EG30049,b3798,3980628,3980715,EG30049-tRNA,,leuT-tRNA,NC_000913.2
EG11541,b3747,3929338,3931207,EG11541-MONOMER,,KUP-MONOMER,NC_000913.2
EG30033,b3757,3941457,3941533,EG30033-tRNA,,gltU-tRNA,NC_000913.2
EG11419,b2182,2276591,2277782,EG11419-MONOMER,,BCR-MONOMER,NC_000913.2
EG30015,b2694,2816494,2816571,EG30015-tRNA,,argV-tRNA,NC_000913.2
EG11327,b0336,354145,355405,EG11327-MONOMER,,CODB-MONOMER,NC_000913.2
EG31117,b2815,2945518,2945595,EG31117-tRNA,,metW-tRNA,NC_000913.2
G7664,b3199,3340857,3341433,G7664-MONOMER,,CPLX0-7992,NC_000913.2
EG30096,b0883,925106,925194,EG30096-tRNA,,serW-tRNA,NC_000913.2
EG11194,b3654,3826967,3828359,EG11194-MONOMER,,YICE-MONOMER,NC_000913.2
EG30056,b2404,2519274,2519350,EG30056-tRNA,,lysV-tRNA,NC_000913.2
G7465,b2845,2983868,2985098,G7465-MONOMER,,B2845-MONOMER,NC_000913.2
EG30046,b3069,3213619,3213695,EG30046-tRNA,,ileX-tRNA,NC_000913.2
EG11041,b1907,1987704,1988916,EG11041-MONOMER,,TYRP-MONOMER,NC_000913.2
EG30030,b0668,695978,696053,EG30030-tRNA,,glnW-tRNA,NC_000913.2
G7282,b2452,2564902,2566129,G7282-MONOMER,,G7282-MONOMER,NC_000913.2
EG30012,b2396,2516062,2516138,EG30012-tRNA,,alaX-tRNA,NC_000913.2
EG10932,b0724,756911,757628,EG10932-MONOMER,,CPLX0-8160,NC_000913.2
EG30112,b1666,1744539,1744616,EG30112-tRNA,,valW-tRNA,NC_000913.2
G7028,b1880,1963066,1964215,G7028-MONOMER,,CPLX0-7451,NC_000913.2
EG30093,b0971,1030847,1030935,EG30093-tRNA,,serT-tRNA,NC_000913.2
EG10751,b1124,1182048,1182843,EG10751-MONOMER,,ABC-24-CPLX,NC_000913.2
EG30053,b4270,4494427,4494512,EG30053-tRNA,,leuX-tRNA,NC_000913.2
G6875,b1631,1708227,1708848,G6875-MONOMER,,G6875-MONOMER,NC_000913.2
EG30043,b3852,4035163,4035240,EG30043-tRNA,,ileT-tRNA,NC_000913.2
EG10673,b0565,583902,584856,EG10673-MONOMER,,EG10673-MONOMER,NC_000913.2
EG30025,b0216,236930,237007,EG30025-tRNA,,aspV-tRNA,NC_000913.2
G6779,b1485,1557037,1557934,G6779-MONOMER,,ABC-59-CPLX,NC_000913.2
EG30009,b3276,3424979,3425055,EG30009-tRNA,,alaU-tRNA,NC_000913.2
EG10613,b0914,965843,967592,EG10613-MONOMER,,CPLX0-7704,NC_000913.2
G7387,b2652,2783783,2783859,G7387-tRNA,,RNA0-305,NC_000913.2
G6552,b1047,1107006,1108164,G6552-MONOMER,,G6552-MONOMER,NC_000913.2
EG30109,b0744,779987,780063,EG30109-tRNA,,valT-tRNA,NC_000913.2
EG10544,b1677,1755444,1755681,EG10544-MONOMER,,CPLX0-8279,NC_000913.2
EG30067,b2189,2284232,2284309,EG30067-tRNA,,proL-tRNA,NC_000913.2
G6432,b0832,871112,872024,G6432-MONOMER,,ABC-49-CPLX,NC_000913.2
EG30040,b4164,4390494,4390570,EG30040-tRNA,,glyX-tRNA,NC_000913.2
EG10462,b1829,1909718,1910600,EG10462-MONOMER,,EG10462-MONOMER,NC_000913.2
EG30022,b1989,2060283,2060359,EG30022-tRNA,,asnV-tRNA,NC_000913.2
G6267,b0491,515806,516586,G6267-MONOMER,,G6267-MONOMER,NC_000913.2
EG11268,b3288,3432235,3433183,EG11268-MONOMER,,EG11268-MONOMER,NC_000913.2
EG10008,b4003,4199948,4201346,EG10008-MONOMER,,PHOSPHO-HYDH,NC_000913.2
G7069,b1984,2056050,2056126,G7069-tRNA,,RNA0-304,NC_000913.2
EG10336,b2167,2257740,2259432,EG10336-MONOMER,,CPLX-158,NC_000913.2
EG30106,b1231,1286760,1286845,EG30106-tRNA,,tyrT-tRNA,NC_000913.2
EG10260,b0595,626916,627774,EG10260-MONOMER,,ENTMULTI-CPLX,NC_000913.2
EG30064,b4134,4360573,4360649,EG30064-tRNA,,pheU-tRNA,NC_000913.2
EG12835,b3269,3418155,3419337,EG12835-MONOMER,,ABC-52-CPLX,NC_000913.2
EG30037,b2864,2997005,2997079,EG30037-tRNA,,glyU-tRNA,NC_000913.2
EG10173,b0733,770680,772249,EG10173-MONOMER,,CYT-D-UBIOX-CPLX,NC_000913.2
EG30019,b2692,2816080,2816157,EG30019-tRNA,,argZ-tRNA,NC_000913.2
EG12623,b0478,500785,502462,EG12623-MONOMER,,YBAL-MONOMER,NC_000913.2
G6392,b0749,780799,780875,G6392-tRNA,,RNA0-303,NC_000913.2
EG10103,b3736,3918440,3918911,EG10103-MONOMER,,ATPSYN-CPLX,NC_000913.2
EG30103,b3273,3421601,3421677,EG30103-tRNA,,thrV-tRNA,NC_000913.2
EG12249,b3523,3672808,3674131,EG12249-MONOMER,,YHJE-MONOMER,NC_000913.2
EG30060,b2816,2945628,2945705,EG30060-tRNA,,RNA0-306,NC_000913.2
EG12148,b2943,3086305,3087700,EG12148-MONOMER,,GALP-MONOMER,NC_000913.2
EG30050,b3174,3320093,3320180,EG30050-tRNA,,leuU-tRNA,NC_000913.2
EG12088,b2282,2394486,2395464,EG12088-MONOMER,,NADH-DHI-CPLX,NC_000913.2
EG30034,b4008,4207796,4207872,EG30034-tRNA,,gltV-tRNA,NC_000913.2
EG12011,b2130,2215421,2216579,EG12011-MONOMER,,ABC-40-CPLX,NC_000913.2
EG30016,b2348,2464330,2464405,EG30016-tRNA,,argW-tRNA,NC_000913.2
EG11886,b1049,1110085,1112629,EG11886-MONOMER,,EG11886-MONOMER,NC_000913.2
G6664,b1328,1390014,1390914,G6664-MONOMER,,G6664-MONOMER,NC_000913.2
EG11773,b2277,2389533,2391063,EG11773-MONOMER,,NADH-DHI-CPLX,NC_000913.2
G6263,b0487,513216,513624,G6263-MONOMER,,CPLX0-7708,NC_000913.2
EG11689,b3662,3838571,3839762,EG11689-MONOMER,,YICM-MONOMER,NC_000913.2
EG12105,b2157,2246758,2247640,EG12105-MONOMER,,EG12105-MONOMER,NC_000913.2
EG11622,b0449,469859,471641,EG11622-MONOMER,,MDLB-MONOMER,NC_000913.2
EG10457,b1237,1291731,1292145,EG10457-MONOMER,,PD00288,NC_000913.2
EG11499,b3184,3329791,3330757,EG11499-MONOMER,,EG11499-MONOMER,NC_000913.2
EG10317,b3261,3409292,3409589,EG10317-MONOMER,,CPLX0-7705,NC_000913.2
G7934,b4584,0,921,G7934-MONOMER,,G7934-MONOMER,b4584
EG11393,b1185,1231722,1232253,EG11393-MONOMER,,MONOMER0-4142,NC_000913.2
G7619,b3105,3251339,3252236,G7619-MONOMER,,G7619-MONOMER,NC_000913.2
G7052,b4496,2032074,2033267,G7052-MONOMER,T,G7052-MONOMER,NC_000913.2
G7933,b4336,4563988,4565269,G7933-MONOMER,,G7933-MONOMER,NC_000913.2
G7257,b2409,2523951,2524878,G7257-MONOMER,,G7257-MONOMER,NC_000913.2
G0-10433,b4505,279337,279586,G0-10433-MONOMER,,,NC_000913.2
EG11295,b3785,3967053,3968100,EG11295-MONOMER,,EG11295-MONOMER,NC_000913.2
G6864,b1608,1680182,1680902,G6864-MONOMER,,PHOSPHO-RSTA,NC_000913.2
G7898,b4575,4497615,4498814,G7898-MONOMER,,G7898-MONOMER,NC_000913.2
G7642,b3147,3291421,3293458,G7642-MONOMER,,G7642-MONOMER,NC_000913.2
G6638,b1284,1341620,1342370,G6638-MONOMER,,G6638-MONOMER,NC_000913.2
G6722,b4492,1463415,1472037,G6722-MONOMER,T,G6722-MONOMER,NC_000913.2
EG11180,b3291,3436045,3436456,EG11180-MONOMER,,CPLX0-7627,NC_000913.2
EG12694,b3060,3203345,3204278,EG12694-MONOMER,,MONOMER0-4119,NC_000913.2
EG12261,b3534,3693255,3694008,EG12261-MONOMER,,EG12261-MONOMER,NC_000913.2
G7421,b2740,2863122,2864487,G7421-MONOMER,,B2740-MONOMER,NC_000913.2
EG12243,b3516,3663008,3663833,EG12243-MONOMER,,EG12243-MONOMER,NC_000913.2
G7557,b4658,3144877,3145713,G7557-MONOMER,,G7557-MONOMER,NC_000913.2
EG11020,b1363,1421805,1423263,EG11020-MONOMER,,TRKG-MONOMER,NC_000913.2
EG11711,b3684,3861921,3862638,EG11711-MONOMER,,EG11711-MONOMER,NC_000913.2
G6525,b4490,1080578,1081408,G6525-MONOMER,T,MONOMER0-4386,NC_000913.2
G7251,b2389,2507651,2508908,G7251-MONOMER,,G7251-MONOMER,NC_000913.2
EG11394,b3963,4159146,4159794,EG11394-MONOMER,,EG11394-MONOMER,NC_000913.2
EG12162,b4498,2167716,2169751,EG12162-MONOMER,T,PD00338,NC_000913.2
EG10822,b2218,2315048,2317898,EG10822-MONOMER,,MONOMER0-4194,NC_000913.2
EG10440,b1712,1793276,1793576,EG10440-MONOMER,,PC00027,NC_000913.2
G7470,b2850,2988575,2989065,G7470-MONOMER,,G7470-MONOMER,NC_000913.2
G7004,b1828,1908299,1909673,G7004-MONOMER,,B1828-MONOMER,NC_000913.2
G6812,b1526,1612827,1613709,G6812-MONOMER,,G6812-MONOMER,NC_000913.2
G6222,b4580,389474,393642,G6222-MONOMER,,G6222-MONOMER,NC_000913.2
EG10744,b1603,1674394,1675927,EG10744-MONOMER,,PYRNUTRANSHYDROGEN-CPLX,NC_000913.2
G6546,b1040,1101768,1102419,G6546-MONOMER,,PD01379,NC_000913.2
EG11927,b4038,4248725,4250306,EG11927-MONOMER,,EG11927-MONOMER,NC_000913.2
G6872,b1628,1704371,1704950,G6872-MONOMER,,G6872-MONOMER,NC_000913.2
EG12428,b3782,0,102,EG12428-MONOMER,,EG12428-MONOMER,b3782
G7209,b4661,2450377,2453023,G7209-MONOMER,,G7209-MONOMER,NC_000913.2
EG10658,b2477,2595852,2596887,EG10658-MONOMER,,CPLX0-3933,NC_000913.2
EG11649,b0208,229966,230881,EG11649-MONOMER,,EG11649-MONOMER,NC_000913.2
G6753,b1442,1511854,1512796,G6753-MONOMER,,ABC-51-CPLX,NC_000913.2
EG10895,b3988,4183372,4187596,EG10895-MONOMER,,RNAPE-CPLX // CPLX0-221 // CPLX0-222 // RNAPS-CPLX // RNAP32-CPLX // RNAP54-CPLX // RNAP70-CPLX,NC_000913.2
G8205,b4493,1487736,1488737,G8205-MONOMER,T,G8205-MONOMER,NC_000913.2
EG10604,b0087,96001,97084,EG10604-MONOMER,,PHOSNACMURPENTATRANS-MONOMER,NC_000913.2
EG10070,b3237,3382724,3383195,EG10070-MONOMER,,CPLX0-228,NC_000913.2
G7066,b4497,2050299,2051352,G7066-MONOMER,T,G7066-MONOMER,NC_000913.2
G6514,b0993,1052656,1055401,G6514-MONOMER,,TORS-CPLX,NC_000913.2
EG11609,b2369,2481776,2482391,EG11609-MONOMER,,PHOSPHO-EVGA,NC_000913.2
G0-10444,b4521,1222786,1223130,G0-10444-MONOMER,,MONOMER0-2666,NC_000913.2
EG10530,b2568,2702356,2703331,EG10530-MONOMER,,EG10530-MONOMER,NC_000913.2
EG11013,b1274,1329071,1331669,EG11013-MONOMER,,EG11013-MONOMER,NC_000913.2
G7904,b4623,4505219,4507816,G7904-MONOMER,,G7904-MONOMER,NC_000913.2
G6409,b0792,824224,825331,G6409-MONOMER,,ABC-57-CPLX,NC_000913.2
EG10845,b3783,3964439,3965699,EG10845-MONOMER,,CPLX0-2441,NC_000913.2
G6926,b4494,1801117,1803017,G6926-MONOMER,T,G6926-MONOMER,NC_000913.2
EG10101,b3732,3914015,3915398,EG10101-MONOMER,,ATPSYN-CPLX,NC_000913.2
EG10667,b3982,4175765,4176311,EG10667-MONOMER,,EG10667-MONOMER,NC_000913.2
EG12416,b2092,2170944,2172300,EG12416-MONOMER,,CPLX0-231,NC_000913.2
EG10401,b2240,2349037,2350396,EG10401-MONOMER,,GLPT-MONOMER,NC_000913.2
G7416,b2735,2858488,2859256,G7416-MONOMER,,G7416-MONOMER,NC_000913.2
G7585,b3046,3184082,3187887,G7585-MONOMER,,G7585-MONOMER,NC_000913.2
G6255,b0465,485759,489122,G6255-MONOMER,,G6255-MONOMER,NC_000913.2
EG11544,b3512,3656388,3656916,EG11544-MONOMER,,CPLX0-7852,NC_000913.2
G6609,b4491,1218823,1221471,G6609-MONOMER,T,G6609-MONOMER,NC_000913.2
EG10003,b2413,2529484,2530246,EG10003-MONOMER,,EG10003-MONOMER,NC_000913.2
G7727,b3375,3502073,3502805,G7727-MONOMER,,CPLX0-8577,NC_000913.2
EG12227,b4660,3630874,3632481,EG12227-MONOMER,,EG12227-MONOMER,NC_000913.2
EG10303,b0153,171461,173444,EG10303-MONOMER,,ABC-11-CPLX,NC_000913.2
G6274,b0504,530518,531445,G6274-MONOMER,,MONOMER0-2221,NC_000913.2
G7476,b2856,2992481,2993114,G7476-MONOMER,,G7476-MONOMER,NC_000913.2
G0-10460,b4544,2370578,2370914,G0-10460-MONOMER,,CPLX0-7720,NC_000913.2
EG12289,b3585,3750014,3750989,EG12289-MONOMER,,EG12289-MONOMER,NC_000913.2
G6298,b0542,565906,567470,G6298-MONOMER,,G6298-MONOMER,NC_000913.2
EG10233,b0895,942636,943254,EG10233-MONOMER,,DIMESULFREDUCT-CPLX,NC_000913.2
EG12108,b2709,2828796,2830311,EG12108-MONOMER,,EG12108-MONOMER,NC_000913.2
EG11986,b4571,2099419,2101413,EG11986-MONOMER,,EG11986-MONOMER,NC_000913.2
EG10167,b0598,629116,631222,EG10167-MONOMER,,EG10167-MONOMER,NC_000913.2
EG11785,b2577,2712460,2713342,EG11785-MONOMER,,EG11785-MONOMER,NC_000913.2
G7389,b4462,2784418,2786671,G7389-MONOMER,,G7389-MONOMER,NC_000913.2
EG12576,b4337,4565309,4566542,EG12576-MONOMER,,YJIO-MONOMER,NC_000913.2
G6247,b0447,467606,468065,G6247-MONOMER,,G6247-MONOMER,NC_000913.2
G6130,b4587,269501,271413,G6130-MONOMER,,G6130-MONOMER,NC_000913.2
EG12393,b3063,3206045,3207509,EG12393-MONOMER,,YGJE-MONOMER,NC_000913.2
EG12246,b3520,3669314,3669917,EG12246-MONOMER,,EG12246-MONOMER,NC_000913.2
EG11092,b0240,257828,258230,EG11092-MONOMER,,EG11092-MONOMER,NC_000913.2
EG12232,b3496,3638884,3640354,EG12232-MONOMER,,YHIP-MONOMER,NC_000913.2
EG11721,b3711,3890787,3891747,EG11721-MONOMER,,EG11721-MONOMER,NC_000913.2
G8208,b4499,2194495,2198291,G8208-MONOMER,T,,NC_000913.2
EG12137,b0192,215268,215979,EG12137-MONOMER,,EG12137-MONOMER,NC_000913.2
EG10899,b3649,3820128,3820404,EG10899-MONOMER,,EG10899-MONOMER,NC_000913.2
G7075,b4582,2066658,2068498,G7075-MONOMER,,G7075-MONOMER,NC_000913.2
