Proteins	Genes of polypeptide, complex, or RNA	Common-Name	Locations
USA300HOU_RS09175-MONOMER	USA300HOU_RS09175	tyrosine--tRNA ligase	CCI-CYTOSOL-GP
USA300HOU_RS07780-MONOMER	USA300HOU_RS07780	transcriptional regulator	CCI-CYTOSOL-GP
USA300HOU_RS04670-MONOMER	USA300HOU_RS04670	M17 family metallopeptidase	CCI-CYTOSOL-GP
USA300HOU_RS12305-MONOMER	USA300HOU_RS12305	molybdopterin-guanine dinucleotide biosynthesis protein B	CCI-CYTOSOL-GP
USA300HOU_RS05160-MONOMER	USA300HOU_RS05160	ABC transporter substrate-binding protein	CCI-PM-BAC-POS-GP
CPLX2KSB-40	USA300HOU_RS03420 // USA300HOU_RS03425 // USA300HOU_RS03430	metal ABC transporter	
USA300HOU_RS10575-MONOMER	USA300HOU_RS10575	phage holin	CCI-PM-BAC-POS-GP
USA300HOU_RS01560-MONOMER	USA300HOU_RS01560	TIGR01741 family protein	
USA300HOU_RS13150-MONOMER	USA300HOU_RS13150	ABC transporter ATP-binding protein/permease	CCI-PM-BAC-POS-GP
USA300HOU_RS05245-MONOMER	USA300HOU_RS05245	GNAT family N-acetyltransferase	CCI-CYTOSOL-GP
USA300HOU_RS00215-MONOMER	USA300HOU_RS00215	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS06565-MONOMER	USA300HOU_RS06565	RNA chaperone Hfq	CCI-CYTOSOL-GP
USA300HOU_RS11345-MONOMER	USA300HOU_RS11345	DUF1146 family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS00490-MONOMER	USA300HOU_RS00490	LysR family transcriptional regulator	
USA300HOU_RS09025-MONOMER	USA300HOU_RS09025	NAD-dependent malic enzyme 4	CCI-CYTOSOL-GP
USA300HOU_RS12705-MONOMER	USA300HOU_RS12705	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS12985-MONOMER	USA300HOU_RS12985	GNAT family N-acetyltransferase	
USA300HOU_RS03290-MONOMER	USA300HOU_RS03290	transposase	CCI-CYTOSOL-GP
USA300HOU_RS01410-MONOMER	USA300HOU_RS01410	ribose transporter RbsU	CCI-PM-BAC-POS-GP
USA300HOU_RS04620-MONOMER	USA300HOU_RS04620	D-alanine--poly(phosphoribitol) ligase subunit DltA	CCI-CYTOSOL-GP
USA300HOU_RS10430-MONOMER	USA300HOU_RS10430	hypothetical protein	
USA300HOU_RS14020-MONOMER	USA300HOU_RS14020	DUF4176 domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS10990-MONOMER	USA300HOU_RS10990	sucrose-6-phosphate hydrolase	CCI-CYTOSOL-GP
USA300HOU_RS04410-MONOMER	USA300HOU_RS04410	ABC transporter permease	CCI-PM-BAC-POS-GP
USA300HOU_RS03110-MONOMER	USA300HOU_RS03110	Rrf2 family transcriptional regulator	CCI-CYTOSOL-GP
USA300HOU_RS09340-MONOMER	USA300HOU_RS09340	MFS transporter	CCI-PM-BAC-POS-GP
USA300HOU_RS07410-MONOMER	USA300HOU_RS07410	hypothetical protein	
USA300HOU_RS05950-MONOMER	USA300HOU_RS05950	cell division protein FtsQ/DivIB	CCI-CW-BAC-POS-GP
USA300HOU_RS04110-MONOMER	USA300HOU_RS04110	excinuclease ABC subunit UvrA	CCI-CYTOSOL-GP
USA300HOU_RS02935-MONOMER	USA300HOU_RS02935	Cof-type HAD-IIB family hydrolase	CCI-CYTOSOL-GP
USA300HOU_RS03900-MONOMER	USA300HOU_RS03900	ABC transporter ATP-binding protein	CCI-PM-BAC-POS-GP
USA300HOU_RS06885-MONOMER	USA300HOU_RS06885	glycerol-3-phosphate 1-O-acyltransferase PlsY	CCI-PM-BAC-POS-GP
USA300HOU_RS03575-MONOMER	USA300HOU_RS03575	ABC transporter ATP-binding protein VraF	CCI-PM-BAC-POS-GP
USA300HOU_RS10605-MONOMER	USA300HOU_RS10605	hypothetical protein	
USA300HOU_RS13155-MONOMER	USA300HOU_RS13155	ABC transporter ATP-binding protein/permease	CCI-PM-BAC-POS-GP
USA300HOU_RS08340-MONOMER	USA300HOU_RS08340	kinase/pyrophosphorylase	CCI-CYTOSOL-GP
USA300HOU_RS08690-MONOMER	USA300HOU_RS08690	D-aminoacyl-tRNA deacylase	
USA300HOU_RS13455-MONOMER	USA300HOU_RS13455	tandem-type lipoprotein	
USA300HOU_RS09675-MONOMER	USA300HOU_RS09675	lantibiotic immunity ABC transporter MutE/EpiE family permease subunit	CCI-PM-BAC-POS-GP
USA300HOU_RS09500-MONOMER	USA300HOU_RS09500	phosphoenolpyruvate carboxykinase (ATP)	CCI-CYTOSOL-GP
USA300HOU_RS02300-MONOMER	USA300HOU_RS02300	carboxylesterase	CCI-CYTOSOL-GP
USA300HOU_RS07805-MONOMER	USA300HOU_RS07805	DUF1514 family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS03775-MONOMER	USA300HOU_RS03775	1-phosphofructokinase	
USA300HOU_RS10640-MONOMER	USA300HOU_RS10640	HK97 gp10 family phage protein	CCI-CYTOSOL-GP
USA300HOU_RS11960-MONOMER	USA300HOU_RS11960	acetolactate decarboxylase	
CPLX2KSB-98	USA300HOU_RS09715 // USA300HOU_RS09720	leukocidin LukED	
USA300HOU_RS06170-MONOMER	USA300HOU_RS06170	transcription factor FapR	
USA300HOU_RS08870-MONOMER	USA300HOU_RS08870	trigger factor	CCI-CYTOSOL-GP
USA300HOU_RS07850-MONOMER	USA300HOU_RS07850	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS05055-MONOMER	USA300HOU_RS05055	peptide chain release factor 3	CCI-CYTOSOL-GP
USA300HOU_RS04745-MONOMER	USA300HOU_RS04745	ornithine--oxo-acid transaminase	CCI-CYTOSOL-GP
USA300HOU_RS07830-MONOMER	USA300HOU_RS07830	DUF1381 domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS06325-MONOMER	USA300HOU_RS06325	30S ribosomal protein S2	CCI-CYTOSOL-GP
USA300HOU_RS04205-MONOMER	USA300HOU_RS04205	phosphopyruvate hydratase	CCI-CYTOSOL-GP // CCI-EXTRACELLULAR-GP
USA300HOU_RS03295-MONOMER	USA300HOU_RS03295	cystatin-like fold lipoprotein	
USA300HOU_RS14025-MONOMER	USA300HOU_RS14025	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS05785-MONOMER	USA300HOU_RS05785	formyl peptide receptor-like 1 inhibitory protein	
USA300HOU_RS07350-MONOMER	USA300HOU_RS07350	amino acid permease	CCI-PM-BAC-POS-GP
USA300HOU_RS00370-MONOMER	USA300HOU_RS00370	ABC transporter permease	CCI-PM-BAC-POS-GP
USA300HOU_RS04415-MONOMER	USA300HOU_RS04415	MetQ/NlpA family ABC transporter substrate-binding protein	CCI-PM-BAC-POS-GP
USA300HOU_RS08415-MONOMER	USA300HOU_RS08415	50S ribosomal protein L11 methyltransferase	CCI-CYTOSOL-GP
USA300HOU_RS05615-MONOMER	USA300HOU_RS05615	pantetheine-phosphate adenylyltransferase	CCI-CYTOSOL-GP
USA300HOU_RS00495-MONOMER	USA300HOU_RS00495	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS10355-MONOMER	USA300HOU_RS10355	YerC/YecD family TrpR-related protein	CCI-CYTOSOL-GP
USA300HOU_RS12310-MONOMER	USA300HOU_RS12310	molybdopterin molybdotransferase MoeA	CCI-CYTOSOL-GP
USA300HOU_RS02940-MONOMER	USA300HOU_RS02940	NAD(P)H-dependent oxidoreductase	
CPLX2KSB-39	USA300HOU_RS08300 // USA300HOU_RS08305	metal ABC transporter	
USA300HOU_RS03580-MONOMER	USA300HOU_RS03580	ABC transporter permease VraG	CCI-PM-BAC-POS-GP
USA300HOU_RS13165-MONOMER	USA300HOU_RS13165	type I toxin-antitoxin system Fst family toxin	CCI-PM-BAC-POS-GP
USA300HOU_RS11490-MONOMER	USA300HOU_RS11490	GNAT family N-acetyltransferase	
USA300HOU_RS10995-MONOMER	USA300HOU_RS10995	LacI family DNA-binding transcriptional regulator	CCI-CYTOSOL-GP
USA300HOU_RS03780-MONOMER	USA300HOU_RS03780	fructose-specific PTS transporter subunit EIIC	CCI-PM-BAC-POS-GP
USA300HOU_RS11930-MONOMER	USA300HOU_RS11930	MerR family transcriptional regulator	CCI-CYTOSOL-GP
USA300HOU_RS12710-MONOMER	USA300HOU_RS12710	alpha/beta hydrolase	CCI-CYTOSOL-GP
USA300HOU_RS10770-MONOMER	USA300HOU_RS10770	MBL fold metallo-hydrolase	
USA300HOU_RS12990-MONOMER	USA300HOU_RS12990	formate/nitrite transporter family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS04210-MONOMER	USA300HOU_RS04210	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS02155-MONOMER	USA300HOU_RS02155	superantigen-like protein SSL9	CCI-EXTRACELLULAR-GP
USA300HOU_RS07740-MONOMER	USA300HOU_RS07740	hypothetical protein	
USA300HOU_RS14030-MONOMER	USA300HOU_RS14030	TIGR04197 family type VII secretion effector	
USA300HOU_RS12105-MONOMER	USA300HOU_RS12105	30S ribosomal protein S8	CCI-CYTOSOL-GP // CCI-RIBOSOME-GP
USA300HOU_RS06410-MONOMER	USA300HOU_RS06410	riboflavin biosynthesis protein RibF	CCI-CYTOSOL-GP
USA300HOU_RS10315-MONOMER	USA300HOU_RS10315	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	CCI-CYTOSOL-GP
USA300HOU_RS07415-MONOMER	USA300HOU_RS07415	Holliday junction resolvase RecU	CCI-EXTRACELLULAR-GP
USA300HOU_RS05620-MONOMER	USA300HOU_RS05620	nucleotidyltransferase	CCI-CYTOSOL-GP
USA300HOU_RS04055-MONOMER	USA300HOU_RS04055	DEAD/DEAH box helicase	CCI-CYTOSOL-GP
USA300HOU_RS02395-MONOMER	USA300HOU_RS02395	alpha,alpha-phosphotrehalase	CCI-CYTOSOL-GP
USA300HOU_RS08425-MONOMER	USA300HOU_RS08425	molecular chaperone DnaK	CCI-CYTOSOL-GP
USA300HOU_RS09840-MONOMER	USA300HOU_RS09840	3'-5' exoribonuclease YhaM	CCI-CYTOSOL-GP
USA300HOU_RS01715-MONOMER	USA300HOU_RS01715	hypothetical protein	CCI-EXTRACELLULAR-GP
USA300HOU_RS03905-MONOMER	USA300HOU_RS03905	ABC transporter permease/substrate-binding protein	CCI-PM-BAC-POS-GP
USA300HOU_RS13170-MONOMER	USA300HOU_RS13170	flippase GtxA	CCI-PM-BAC-POS-GP
USA300HOU_RS05250-MONOMER	USA300HOU_RS05250	osmotic stress response protein	
USA300HOU_RS00220-MONOMER	USA300HOU_RS00220	putative DNA binding domain-containing protein	
USA300HOU_RS13460-MONOMER	USA300HOU_RS13460	hypothetical protein	
USA300HOU_RS11350-MONOMER	USA300HOU_RS11350	hypothetical protein	
USA300HOU_RS08075-MONOMER	USA300HOU_RS08075	NADP-dependent phosphogluconate dehydrogenase	CCI-CYTOSOL-GP
USA300HOU_RS11190-MONOMER	USA300HOU_RS11190	PH domain-containing protein	
USA300HOU_RS11935-MONOMER	USA300HOU_RS11935	hypothetical protein	
USA300HOU_RS00500-MONOMER	USA300HOU_RS00500	DNA2/NAM7 family helicase	
CPLX2KSB-97	USA300HOU_RS08195 // USA300HOU_RS08200	aminomethyl-transferring glycine dehydrogenase	
USA300HOU_RS00995-MONOMER	USA300HOU_RS00995	hypothetical protein	
USA300HOU_RS03810-MONOMER	USA300HOU_RS03810	two-component system sensor histidine kinase SaeS	CCI-PM-BAC-POS-GP
USA300HOU_RS14035-MONOMER	USA300HOU_RS14035	fructosamine kinase family protein	CCI-CYTOSOL-GP
USA300HOU_RS06415-MONOMER	USA300HOU_RS06415	30S ribosomal protein S15	CCI-CYTOSOL-GP // CCI-RIBOSOME-GP
USA300HOU_RS09055-MONOMER	USA300HOU_RS09055	Xaa-Pro peptidase family protein	CCI-CYTOSOL-GP
USA300HOU_RS08265-MONOMER	USA300HOU_RS08265	YqgQ family protein	
USA300HOU_RS12315-MONOMER	USA300HOU_RS12315	cyclic pyranopterin monophosphate synthase MoaC	CCI-CYTOSOL-GP
CPLX2KSB-38	USA300HOU_RS11785 // USA300HOU_RS11775 // USA300HOU_RS11780	iron ABC transporter	
USA300HOU_RS09185-MONOMER	USA300HOU_RS09185	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS03585-MONOMER	USA300HOU_RS03585	DUF47 domain-containing protein	
USA300HOU_RS06890-MONOMER	USA300HOU_RS06890	DNA topoisomerase IV subunit B	CCI-CYTOSOL-GP
USA300HOU_RS13175-MONOMER	USA300HOU_RS13175	glycerate kinase	CCI-CYTOSOL-GP
USA300HOU_RS11505-MONOMER	USA300HOU_RS11505	DUF2750 domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS08590-MONOMER	USA300HOU_RS08590	U32 family peptidase	
USA300HOU_RS01800-MONOMER	USA300HOU_RS01800	NAD(P)H-dependent oxidoreductase	CCI-CYTOSOL-GP
USA300HOU_RS08640-MONOMER	USA300HOU_RS08640	LLM class flavin-dependent oxidoreductase	CCI-CYTOSOL-GP
USA300HOU_RS00505-MONOMER	USA300HOU_RS00505	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS08450-MONOMER	USA300HOU_RS08450	translation elongation factor 4	CCI-PM-BAC-POS-GP
USA300HOU_RS12995-MONOMER	USA300HOU_RS12995	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS04215-MONOMER	USA300HOU_RS04215	preprotein translocase subunit SecG	CCI-PM-BAC-POS-GP
USA300HOU_RS14040-MONOMER	USA300HOU_RS14040	quinone-dependent dihydroorotate dehydrogenase	CCI-PM-BAC-POS-GP
USA300HOU_RS15885-MONOMER	USA300HOU_RS15885	hypothetical protein	
USA300HOU_RS04420-MONOMER	USA300HOU_RS04420	site-specific integrase	
USA300HOU_RS07840-MONOMER	USA300HOU_RS07840	DUF1024 family protein	CCI-CYTOSOL-GP
USA300HOU_RS07420-MONOMER	USA300HOU_RS07420	penicillin-binding protein	CCI-PM-BAC-POS-GP
USA300HOU_RS05625-MONOMER	USA300HOU_RS05625	DUF177 domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS10125-MONOMER	USA300HOU_RS10125	SAV1866 family putative multidrug efflux ABC transporter	CCI-PM-BAC-POS-GP
USA300HOU_RS08440-MONOMER	USA300HOU_RS08440	radical SAM family heme chaperone HemW	CCI-CYTOSOL-GP
USA300HOU_RS09615-MONOMER	USA300HOU_RS09615	restriction endonuclease subunit S	
USA300HOU_RS02400-MONOMER	USA300HOU_RS02400	trehalose operon repressor	CCI-CYTOSOL-GP
USA300HOU_RS05955-MONOMER	USA300HOU_RS05955	cell division protein FtsA	CCI-CYTOSOL-GP
USA300HOU_RS04115-MONOMER	USA300HOU_RS04115	HPr(Ser) kinase/phosphatase	CCI-CYTOSOL-GP
USA300HOU_RS02945-MONOMER	USA300HOU_RS02945	MSCRAMM family adhesin SdrC	CCI-CW-BAC-POS-GP
USA300HOU_RS03910-MONOMER	USA300HOU_RS03910	histidinol-phosphate transaminase	
USA300HOU_RS01565-MONOMER	USA300HOU_RS01565	TIGR01741 family protein	CCI-CYTOSOL-GP
USA300HOU_RS13180-MONOMER	USA300HOU_RS13180	membrane protein	
USA300HOU_RS02015-MONOMER	USA300HOU_RS02015	alkyl hydroperoxide reductase subunit F	CCI-PM-BAC-POS-GP
USA300HOU_RS13465-MONOMER	USA300HOU_RS13465	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS11940-MONOMER	USA300HOU_RS11940	hyaluronate lyase HysA	CCI-EXTRACELLULAR-GP
USA300HOU_RS04910-MONOMER	USA300HOU_RS04910	peptide ABC transporter substrate-binding protein	CCI-CW-BAC-POS-GP
USA300HOU_RS06175-MONOMER	USA300HOU_RS06175	phosphate acyltransferase PlsX	CCI-CYTOSOL-GP
CPLX2KSB-96	USA300HOU_RS13830 // USA300HOU_RS02760 // USA300HOU_RS08865	ATP-dependent Clp protease	
USA300HOU_RS05060-MONOMER	USA300HOU_RS05060	TerC family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS05790-MONOMER	USA300HOU_RS05790	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS06330-MONOMER	USA300HOU_RS06330	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS03815-MONOMER	USA300HOU_RS03815	response regulator transcription factor SaeR	CCI-CYTOSOL-GP
USA300HOU_RS09680-MONOMER	USA300HOU_RS09680	lantibiotic protection ABC transporter ATP-binding subunit	CCI-PM-BAC-POS-GP
USA300HOU_RS14045-MONOMER	USA300HOU_RS14045	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS10740-MONOMER	USA300HOU_RS10740	phi PVL orf 51-like protein	
USA300HOU_RS06420-MONOMER	USA300HOU_RS06420	polyribonucleotide nucleotidyltransferase	CCI-CYTOSOL-GP
USA300HOU_RS04505-MONOMER	USA300HOU_RS04505	CsbD family protein	
USA300HOU_RS07425-MONOMER	USA300HOU_RS07425	hypothetical protein	
USA300HOU_RS01575-MONOMER	USA300HOU_RS01575	TIGR01741 family protein	CCI-CYTOSOL-GP
USA300HOU_RS07955-MONOMER	USA300HOU_RS07955	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS12340-MONOMER	USA300HOU_RS12340	molybdate ABC transporter substrate-binding protein	
USA300HOU_RS11400-MONOMER	USA300HOU_RS11400	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	CCI-CYTOSOL-GP
USA300HOU_RS03915-MONOMER	USA300HOU_RS03915	5'-3'-deoxyribonucleotidase	CCI-CYTOSOL-GP
CPLX2KSB-37	USA300HOU_RS03505 // USA300HOU_RS03510 // USA300HOU_RS03500	iron ABC transporter	
USA300HOU_RS06895-MONOMER	USA300HOU_RS06895	DNA topoisomerase IV subunit A	CCI-CYTOSOL-GP
USA300HOU_RS13185-MONOMER	USA300HOU_RS13185	multidrug effflux MFS transporter	CCI-PM-BAC-POS-GP
USA300HOU_RS07930-MONOMER	USA300HOU_RS07930	helix-turn-helix domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS11195-MONOMER	USA300HOU_RS11195	PH domain-containing protein	CCI-PM-BAC-POS-GP
USA300HOU_RS03790-MONOMER	USA300HOU_RS03790	N-acetylglucosamine-6-phosphate deacetylase	CCI-CYTOSOL-GP
USA300HOU_RS12715-MONOMER	USA300HOU_RS12715	hypothetical protein	CCI-PM-BAC-POS-GP
USA300HOU_RS13485-MONOMER	USA300HOU_RS13485	tandem-type lipoprotein	
USA300HOU_RS01895-MONOMER	USA300HOU_RS01895	bifunctional homocysteine S-methyltransferase/methylenetetrahydrofolate reductase	CCI-CYTOSOL-GP
USA300HOU_RS01720-MONOMER	USA300HOU_RS01720	LLM class flavin-dependent oxidoreductase	CCI-CYTOSOL-GP
USA300HOU_RS12110-MONOMER	USA300HOU_RS12110	type Z 30S ribosomal protein S14	CCI-CYTOSOL-GP
USA300HOU_RS13000-MONOMER	USA300HOU_RS13000	SRPBCC domain-containing protein	
USA300HOU_RS11000-MONOMER	USA300HOU_RS11000	ammonium transporter	CCI-PM-BAC-POS-GP
USA300HOU_RS14050-MONOMER	USA300HOU_RS14050	epoxyqueuosine reductase QueH	CCI-CYTOSOL-GP
USA300HOU_RS03115-MONOMER	USA300HOU_RS03115	hypothetical protein	
USA300HOU_RS07915-MONOMER	USA300HOU_RS07915	hypothetical protein	
USA300HOU_RS04425-MONOMER	USA300HOU_RS04425	staphylococcal enterotoxin type K	CCI-EXTRACELLULAR-GP
USA300HOU_RS09345-MONOMER	USA300HOU_RS09345	TIGR01212 family radical SAM protein	CCI-CYTOSOL-GP
USA300HOU_RS05960-MONOMER	USA300HOU_RS05960	cell division protein FtsZ	CCI-CYTOSOL-GP
USA300HOU_RS02950-MONOMER	USA300HOU_RS02950	MSCRAMM family adhesin SdrD	CCI-CW-BAC-POS-GP
USA300HOU_RS09275-MONOMER	USA300HOU_RS09275	PepSY domain-containing protein	
USA300HOU_RS13190-MONOMER	USA300HOU_RS13190	GyrI-like domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS08695-MONOMER	USA300HOU_RS08695	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	CCI-CYTOSOL-GP
USA300HOU_RS09505-MONOMER	USA300HOU_RS09505	IS200/IS605 family transposase	
USA300HOU_RS02305-MONOMER	USA300HOU_RS02305	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS11945-MONOMER	USA300HOU_RS11945	M23 family metallopeptidase	
CPLX2KSB-95	USA300HOU_RS10870 // USA300HOU_RS10875	leukocidin LukGH	
USA300HOU_RS01000-MONOMER	USA300HOU_RS01000	glucose-specific PTS transporter subunit IIBC	CCI-PM-BAC-POS-GP
USA300HOU_RS08880-MONOMER	USA300HOU_RS08880	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS10815-MONOMER	USA300HOU_RS10815	hypothetical protein	
USA300HOU_RS13490-MONOMER	USA300HOU_RS13490	DUF3427 domain-containing protein	
USA300HOU_RS04750-MONOMER	USA300HOU_RS04750	Glu/Leu/Phe/Val dehydrogenase	CCI-CYTOSOL-GP
USA300HOU_RS07430-MONOMER	USA300HOU_RS07430	endonuclease III	CCI-CYTOSOL-GP
USA300HOU_RS06430-MONOMER	USA300HOU_RS06430	DNA translocase FtsK	CCI-PM-BAC-POS-GP
USA300HOU_RS04455-MONOMER	USA300HOU_RS04455	hypothetical protein	
USA300HOU_RS10710-MONOMER	USA300HOU_RS10710	DUF1381 domain-containing protein	CCI-CYTOSOL-GP
CPLX2KSB-36	USA300HOU_RS03240 // USA300HOU_RS03245	iron ABC transporter	
USA300HOU_RS14055-MONOMER	USA300HOU_RS14055	glyoxalase/bleomycin resistance/extradiol dioxygenase family protein	CCI-CYTOSOL-GP
USA300HOU_RS06425-MONOMER	USA300HOU_RS06425	ribonuclease J	CCI-CYTOSOL-GP
USA300HOU_RS09620-MONOMER	USA300HOU_RS09620	type I restriction-modification system subunit M	CCI-CYTOSOL-GP
USA300HOU_RS02245-MONOMER	USA300HOU_RS02245	hypothetical protein	
USA300HOU_RS00235-MONOMER	USA300HOU_RS00235	HNH endonuclease	CCI-CYTOSOL-GP
USA300HOU_RS00170-MONOMER	USA300HOU_RS00170	DUF3387 domain-containing protein	
USA300HOU_RS05635-MONOMER	USA300HOU_RS05635	50S ribosomal protein L32	CCI-CYTOSOL-GP
USA300HOU_RS00800-MONOMER	USA300HOU_RS00800	capsular polysaccharide type 5/8 biosynthesis protein CapA	CCI-PM-BAC-POS-GP
USA300HOU_RS12320-MONOMER	USA300HOU_RS12320	molybdenum cofactor biosynthesis protein MoaB	CCI-CYTOSOL-GP
USA300HOU_RS05165-MONOMER	USA300HOU_RS05165	hypothetical protein	
USA300HOU_RS03920-MONOMER	USA300HOU_RS03920	diacylglycerol kinase family lipid kinase	
USA300HOU_RS01415-MONOMER	USA300HOU_RS01415	LacI family transcriptional regulator	CCI-CYTOSOL-GP
USA300HOU_RS03590-MONOMER	USA300HOU_RS03590	inorganic phosphate transporter	CCI-PM-BAC-POS-GP
USA300HOU_RS06905-MONOMER	USA300HOU_RS06905	alanine:cation symporter family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS13195-MONOMER	USA300HOU_RS13195	C39 family peptidase	CCI-CYTOSOL-GP
USA300HOU_RS03670-MONOMER	USA300HOU_RS03670	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS04915-MONOMER	USA300HOU_RS04915	ABC transporter substrate-binding protein	CCI-CW-BAC-POS-GP
USA300HOU_RS08360-MONOMER	USA300HOU_RS08360	GTPase Era	CCI-PM-BAC-POS-GP
USA300HOU_RS13495-MONOMER	USA300HOU_RS13495	(deoxy)nucleoside triphosphate pyrophosphohydrolase	
USA300HOU_RS13005-MONOMER	USA300HOU_RS13005	zinc ABC transporter substrate-binding lipoprotein AdcA	CCI-PM-BAC-POS-GP
USA300HOU_RS09685-MONOMER	USA300HOU_RS09685	S8 family serine peptidase	CCI-EXTRACELLULAR-GP
CPLX2KSB-35	USA300HOU_RS12970 // USA300HOU_RS12975	nitrite reductase	
USA300HOU_RS14060-MONOMER	USA300HOU_RS14060	TetR/AcrR family transcriptional regulator	CCI-CYTOSOL-GP
USA300HOU_RS03120-MONOMER	USA300HOU_RS03120	T7SS effector LXG polymorphic toxin	
USA300HOU_RS01580-MONOMER	USA300HOU_RS01580	DUF5079 family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS11405-MONOMER	USA300HOU_RS11405	uracil phosphoribosyltransferase	CCI-CYTOSOL-GP
USA300HOU_RS02955-MONOMER	USA300HOU_RS02955	MSCRAMM family adhesin SdrE	CCI-CW-BAC-POS-GP
USA300HOU_RS09845-MONOMER	USA300HOU_RS09845	AAA family ATPase	CCI-CYTOSOL-GP
USA300HOU_RS02405-MONOMER	USA300HOU_RS02405	hypothetical protein	
USA300HOU_RS07705-MONOMER	USA300HOU_RS07705	phage tail tape measure protein	CCI-EXTRACELLULAR-GP
USA300HOU_RS10615-MONOMER	USA300HOU_RS10615	phage tail tape measure protein	
USA300HOU_RS08240-MONOMER	USA300HOU_RS08240	type II secretion system F family protein	CCI-PM-BAC-POS-GP
USA300HOU_RS13200-MONOMER	USA300HOU_RS13200	metallophosphoesterase	CCI-CYTOSOL-GP
USA300HOU_RS11530-MONOMER	USA300HOU_RS11530	pyrimidine-nucleoside phosphorylase	
USA300HOU_RS00240-MONOMER	USA300HOU_RS00240	hypothetical protein	CCI-CYTOSOL-GP
USA300HOU_RS06295-MONOMER	USA300HOU_RS06295	methylenetetrahydrofolate--tRNA-(uracil(54)- C(5))-methyltransferase (FADH(2)-oxidizing) TrmFO	CCI-CYTOSOL-GP
USA300HOU_RS11950-MONOMER	USA300HOU_RS11950	HAD-IIB family hydrolase	CCI-CYTOSOL-GP
USA300HOU_RS01005-MONOMER	USA300HOU_RS01005	DUF871 domain-containing protein	CCI-CYTOSOL-GP
CPLX2KSB-94	USA300HOU_RS12075 // USA300HOU_RS02815 // USA300HOU_RS04070 // USA300HOU_RS04215 // USA300HOU_RS08715	preprotein translocase	
USA300HOU_RS10545-MONOMER	USA300HOU_RS10545	hypothetical protein	
USA300HOU_RS13500-MONOMER	USA300HOU_RS13500	phospho-sugar mutase	
USA300HOU_RS05795-MONOMER	USA300HOU_RS05795	complement convertase inhibitor Efb	CCI-EXTRACELLULAR-GP
USA300HOU_RS06335-MONOMER	USA300HOU_RS06335	translation elongation factor Ts	CCI-CYTOSOL-GP
USA300HOU_RS07435-MONOMER	USA300HOU_RS07435	DnaD domain-containing protein	CCI-CYTOSOL-GP
USA300HOU_RS03310-MONOMER	USA300HOU_RS03310	membrane protein	CCI-PM-BAC-POS-GP
CPLX2KSB-34	USA300HOU_RS05690 // USA300HOU_RS05695	phenylalanine--tRNA ligase	
USA300HOU_RS14065-MONOMER	USA300HOU_RS14065	hypothetical protein	CCI-EXTRACELLULAR-GP
USA300HOU_RS09060-MONOMER	USA300HOU_RS09060	hypothetical protein	
USA300HOU_RS12325-MONOMER	USA300HOU_RS12325	ThiF family adenylyltransferase	CCI-CYTOSOL-GP
USA300HOU_RS06580-MONOMER	USA300HOU_RS06580	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	CCI-CYTOSOL-GP
USA300HOU_RS02080-MONOMER	USA300HOU_RS02080	type II toxin-antitoxin system PemK/MazF family toxin	
USA300HOU_RS03420-MONOMER	USA300HOU_RS03420	metal ABC transporter substrate-binding protein	CCI-PM-BAC-POS-GP
USA300HOU_RS04765-MONOMER	USA300HOU_RS04765	argininosuccinate lyase	CCI-CYTOSOL-GP
