Gene Name,Left-End-Position,Right-End-Position,Product,Accession-1,replicon
SYNPCC7942_1495,1546122,1546650,SYNPCC7942_1495-MONOMER,SYNPCC7942_RS07640,NC_007604.1
SYNPCC7942_1984,2054485,2055412,SYNPCC7942_1984-MONOMER,SYNPCC7942_RS10060,NC_007604.1
SYNPCC7942_2502,2582999,2584313,SYNPCC7942_2502-MONOMER,SYNPCC7942_RS12695,NC_007604.1
SYNPCC7942_0532,516413,516767,SYNPCC7942_0532-MONOMER,SYNPCC7942_RS02705,NC_007604.1
SYNPCC7942_0319,316161,316980,SYNPCC7942_0319-MONOMER,SYNPCC7942_RS01625,NC_007604.1
SYNPCC7942_1446,1499922,1500342,SYNPCC7942_1446-MONOMER,SYNPCC7942_RS07400,NC_007604.1
SYNPCC7942_2465,2546334,2546586,SYNPCC7942_2465-MONOMER,SYNPCC7942_RS12530,NC_007604.1
SYNPCC7942_1419,1472584,1473445,SYNPCC7942_1419-MONOMER,SYNPCC7942_RS07260,NC_007604.1
SYNPCC7942_0497,0,177,SYNPCC7942_0497-MONOMER,SYNPCC7942_0497,SYNPCC7942_0497
SYNPCC7942_1401,1452726,1453104,SYNPCC7942_1401-MONOMER,SYNPCC7942_RS07170,NC_007604.1
SYNPCC7942_2558,2636517,2637684,SYNPCC7942_2558-MONOMER,SYNPCC7942_RS13000,NC_007604.1
SYNPCC7942_2410,2482990,2484025,SYNPCC7942_2410-MONOMER,SYNPCC7942_RS12250,NC_007604.1
SYNPCC7942_0457,445561,446179,SYNPCC7942_0457-MONOMER,SYNPCC7942_RS02330,NC_007604.1
SYNPCC7942_0798,792318,792804,SYNPCC7942_0798-MONOMER,SYNPCC7942_RS04130,NC_007604.1
SYNPCC7942_1361,1401084,1401588,SYNPCC7942_1361-MONOMER,SYNPCC7942_RS06960,NC_007604.1
SYNPCC7942_2373,2440338,2441373,SYNPCC7942_2373-MONOMER,SYNPCC7942_RS12060,NC_007604.1
SYNPCC7942_1964,2034763,2035642,SYNPCC7942_1964-MONOMER,SYNPCC7942_RS09965,NC_007604.1
SYNPCC7942_0418,408493,408844,SYNPCC7942_0418-MONOMER,SYNPCC7942_RS02135,NC_007604.1
SYNPCC7942_1320,1349339,1350296,SYNPCC7942_1320-MONOMER,SYNPCC7942_RS06750,NC_007604.1
SYNPCC7942_0294,290393,291227,SYNPCC7942_0294-MONOMER,SYNPCC7942_RS01500,NC_007604.1
SYNPCC7942_2320,2389795,2390083,SYNPCC7942_2320-MONOMER,SYNPCC7942_RS11795,NC_007604.1
SYNPCC7942_0384,376526,377237,SYNPCC7942_0384-MONOMER,SYNPCC7942_RS01960,NC_007604.1
SYNPCC7942_1391,1436153,1437692,SYNPCC7942_1391-MONOMER,SYNPCC7942_RS07120,NC_007604.1
SYNPCC7942_1267,1290949,1291729,SYNPCC7942_1267-MONOMER,SYNPCC7942_RS06490,NC_007604.1
SYNPCC7942_2277,2344606,2344936,SYNPCC7942_2277-MONOMER,SYNPCC7942_RS11575,NC_007604.1
SYNPCC7942_2535,2615903,2619110,SYNPCC7942_2535-MONOMER,SYNPCC7942_RS12870,NC_007604.1
SYNPCC7942_0358,351308,351950,SYNPCC7942_0358-MONOMER,SYNPCC7942_RS01825,NC_007604.1
SYNPCC7942_1202,1230511,1232962,SYNPCC7942_1202-MONOMER,SYNPCC7942_RS06155,NC_007604.1
SYNPCC7942_0773,765591,766140,SYNPCC7942_0773-MONOMER,SYNPCC7942_RS04010,NC_007604.1
SYNPCC7942_2237,2303052,2303487,SYNPCC7942_2237-MONOMER,SYNPCC7942_RS11360,NC_007604.1
SYNPCC7942_0298,296979,297663,SYNPCC7942_0298-MONOMER,SYNPCC7942_RS01520,NC_007604.1
SYNPCC7942_1935,2009231,2010020,SYNPCC7942_1935-MONOMER,SYNPCC7942_RS09820,NC_007604.1
SYNPCC7942_1161,1194347,1194842,SYNPCC7942_1161-MONOMER,SYNPCC7942_RS05950,NC_007604.1
SYNPCC7942_2173,2253217,2253778,SYNPCC7942_2173-MONOMER,SYNPCC7942_RS11045,NC_007604.1
SYNPCC7942_0272,267888,268683,SYNPCC7942_0272-MONOMER,SYNPCC7942_RS01385,NC_007604.1
SYNPCC7942_0240,234850,235342,SYNPCC7942_0240-MONOMER,SYNPCC7942_RS01220,NC_007604.1
SYNPCC7942_1132,1151669,1153373,SYNPCC7942_1132-MONOMER,SYNPCC7942_RS05795,NC_007604.1
SYNPCC7942_1367,1405261,1406629,SYNPCC7942_1367-MONOMER,SYNPCC7942_RS06995,NC_007604.1
SYNPCC7942_2146,2230032,2230323,SYNPCC7942_2146-MONOMER,SYNPCC7942_RS10900,NC_007604.1
SYNPCC7942_0213,215642,216164,SYNPCC7942_0213-MONOMER,SYNPCC7942_RS01080,NC_007604.1
SYNPCC7942_2510,2589958,2590171,SYNPCC7942_2510-MONOMER,SYNPCC7942_RS12735,NC_007604.1
SYNPCC7942_1087,1103189,1104164,SYNPCC7942_1087-MONOMER,SYNPCC7942_RS05580,NC_007604.1
SYNPCC7942_2097,2179470,2180391,SYNPCC7942_2097-MONOMER,SYNPCC7942_RS10630,NC_007604.1
SYNPCC7942_0715,709871,711179,SYNPCC7942_0715-MONOMER,SYNPCC7942_RS03670,NC_007604.1
SYNPCC7942_0170,0,255,SYNPCC7942_0170-MONOMER,SYNPCC7942_0170,SYNPCC7942_0170
SYNPCC7942_1043,1055968,1056622,SYNPCC7942_1043-MONOMER,SYNPCC7942_RS05350,NC_007604.1
SYNPCC7942_1911,1986375,1988613,SYNPCC7942_1911-MONOMER,SYNPCC7942_RS09690,NC_007604.1
SYNPCC7942_2039,2108532,2109339,SYNPCC7942_2039-MONOMER,SYNPCC7942_RS10345,NC_007604.1
SYNPCC7942_0144,146267,146720,SYNPCC7942_0144-MONOMER,SYNPCC7942_RS00730,NC_007604.1
SYNPCC7942_0248,244641,245832,SYNPCC7942_0248-MONOMER,SYNPCC7942_RS01265,NC_007604.1
SYNPCC7942_1004,1015962,1016316,SYNPCC7942_1004-MONOMER,SYNPCC7942_RS05150,NC_007604.1
SYNPCC7942_2008,2075870,2076353,SYNPCC7942_2008-MONOMER,SYNPCC7942_RS10185,NC_007604.1
SYNPCC7942_0712,705072,706350,SYNPCC7942_0712-MONOMER,SYNPCC7942_RS03650,NC_007604.1
SYNPCC7942_0099,100201,100531,SYNPCC7942_0099-MONOMER,SYNPCC7942_RS00505,NC_007604.1
SYNPCC7942_0964,971855,972374,SYNPCC7942_0964-MONOMER,SYNPCC7942_RS04955,NC_007604.1
SYNPCC7942_1905,1979495,1982498,SYNPCC7942_1905-MONOMER,SYNPCC7942_RS09660,NC_007604.1
SYNPCC7942_1955,0,144,SYNPCC7942_1955-MONOMER,SYNPCC7942_1955,SYNPCC7942_1955
SYNPCC7942_0054,56422,57190,SYNPCC7942_0054-MONOMER,SYNPCC7942_RS00270,NC_007604.1
SYNPCC7942_0245,241167,242229,SYNPCC7942_0245-MONOMER,SYNPCC7942_RS01250,NC_007604.1
SYNPCC7942_0910,918559,918988,SYNPCC7942_0910-MONOMER,SYNPCC7942_RS04680,NC_007604.1
SYNPCC7942_1914,1990393,1990852,SYNPCC7942_1914-MONOMER,SYNPCC7942_RS09715,NC_007604.1
SYNPCC7942_1335,1366176,1366971,SYNPCC7942_1335-MONOMER,SYNPCC7942_RS06825,NC_007604.1
SYNPCC7942_0016,15019,15604,SYNPCC7942_0016-MONOMER,SYNPCC7942_RS00085,NC_007604.1
SYNPCC7942_0871,872105,872330,SYNPCC7942_0871-MONOMER,SYNPCC7942_RS04490,NC_007604.1
SYNPCC7942_2478,2559499,2559874,SYNPCC7942_2478-MONOMER,SYNPCC7942_RS12590,NC_007604.1
SYNPCC7942_1871,0,534,SYNPCC7942_1871-MONOMER,SYNPCC7942_1871,SYNPCC7942_1871
SYNPCC7942_0843,838503,838935,SYNPCC7942_0843-MONOMER,SYNPCC7942_RS04360,NC_007604.1
SYNPCC7942_0681,675163,675862,SYNPCC7942_0681-MONOMER,SYNPCC7942_RS03490,NC_007604.1
SYNPCC7942_1828,1897913,1898171,SYNPCC7942_1828-MONOMER,SYNPCC7942_RS09275,NC_007604.1
SYNPCC7942_0806,799094,799826,SYNPCC7942_0806-MONOMER,SYNPCC7942_RS04170,NC_007604.1
SYNPCC7942_1882,1954813,1955224,SYNPCC7942_1882-MONOMER,SYNPCC7942_RS09545,NC_007604.1
SYNPCC7942_1785,1853307,1853730,SYNPCC7942_1785-MONOMER,SYNPCC7942_RS09070,NC_007604.1
SYNPCC7942_0769,761225,762128,SYNPCC7942_0769-MONOMER,SYNPCC7942_RS03990,NC_007604.1
SYNPCC7942_0212,214470,215559,SYNPCC7942_0212-MONOMER,SYNPCC7942_RS01075,NC_007604.1
SYNPCC7942_1756,0,276,SYNPCC7942_1756-MONOMER,SYNPCC7942_1756,SYNPCC7942_1756
SYNPCC7942_0746,0,507,SYNPCC7942_0746-MONOMER,SYNPCC7942_RS03865,SYNPCC7942_RS03865
SYNPCC7942_1312,1338655,1340458,SYNPCC7942_1312-MONOMER,SYNPCC7942_RS06710,NC_007604.1
SYNPCC7942_1706,1773245,1775426,SYNPCC7942_1706-MONOMER,SYNPCC7942_RS08680,NC_007604.1
SYNPCC7942_0723,0,642,SYNPCC7942_0723-MONOMER,SYNPCC7942_RS03740,SYNPCC7942_RS03740
SYNPCC7942_2452,2530159,2530876,SYNPCC7942_2452-MONOMER,SYNPCC7942_RS12460,NC_007604.1
SYNPCC7942_0720,0,339,SYNPCC7942_0720-MONOMER,SYNPCC7942_RS03715,SYNPCC7942_RS03715
SYNPCC7942_1666,1735154,1735859,SYNPCC7942_1666-MONOMER,SYNPCC7942_RS08495,NC_007604.1
SYNPCC7942_0655,650231,651290,SYNPCC7942_0655-MONOMER,SYNPCC7942_RS03355,NC_007604.1
SYNPCC7942_B2655,0,837,SYNPCC7942_B2655-MONOMER,SYNPCC7942_RS13480,SYNPCC7942_RS13480
SYNPCC7942_0687,682127,683747,SYNPCC7942_0687-MONOMER,SYNPCC7942_RS03525,NC_007604.1
SYNPCC7942_1857,1925834,1926701,SYNPCC7942_1857-MONOMER,SYNPCC7942_RS09420,NC_007604.1
SYNPCC7942_1633,1701338,1702091,SYNPCC7942_1633-MONOMER,SYNPCC7942_RS08330,NC_007604.1
SYNPCC7942_B2631,0,279,SYNPCC7942_B2631-MONOMER,SYNPCC7942_RS13465,SYNPCC7942_RS13465
SYNPCC7942_0188,185681,187418,SYNPCC7942_0188-MONOMER,SYNPCC7942_RS00955,NC_007604.1
SYNPCC7942_0647,641195,641738,SYNPCC7942_0647-MONOMER,SYNPCC7942_RS03320,NC_007604.1
SYNPCC7942_1584,1648681,1650160,SYNPCC7942_1584-MONOMER,SYNPCC7942_RS08090,NC_007604.1
SYNPCC7942_1289,1311840,1313181,SYNPCC7942_1289-MONOMER,SYNPCC7942_RS06600,NC_007604.1
SYNPCC7942_2594,2676732,2677371,SYNPCC7942_2594-MONOMER,SYNPCC7942_RS13215,NC_007604.1
SYNPCC7942_0595,582849,583398,SYNPCC7942_0595-MONOMER,SYNPCC7942_RS03050,NC_007604.1
SYNPCC7942_2434,2507662,2508181,SYNPCC7942_2434-MONOMER,SYNPCC7942_RS12365,NC_007604.1
SYNPCC7942_1539,0,303,SYNPCC7942_1539-MONOMER,SYNPCC7942_1539,SYNPCC7942_1539
SYNPCC7942_2544,2624478,2624868,SYNPCC7942_2544-MONOMER,SYNPCC7942_RS12925,NC_007604.1
SYNPCC7942_1830,1899226,1899550,SYNPCC7942_1830-MONOMER,SYNPCC7942_RS09285,NC_007604.1
SYNPCC7942_0554,536593,537685,SYNPCC7942_0554-MONOMER,SYNPCC7942_RS02820,NC_007604.1
SYNPCC7942_1485,1536406,1536673,SYNPCC7942_1485-MONOMER,SYNPCC7942_RS07590,NC_007604.1
SYNPCC7942_0156,157209,158841,SYNPCC7942_0156-MONOMER,SYNPCC7942_RS00790,NC_007604.1
SYNPCC7942_2488,2568902,2569511,SYNPCC7942_2488-MONOMER,SYNPCC7942_RS12625,NC_007604.1
SYNPCC7942_0523,508313,508703,SYNPCC7942_0523-MONOMER,SYNPCC7942_RS02660,NC_007604.1
SYNPCC7942_1263,1286710,1287835,SYNPCC7942_1263-MONOMER,SYNPCC7942_RS06470,NC_007604.1
SYNPCC7942_1442,1496398,1496833,SYNPCC7942_1442-MONOMER,SYNPCC7942_RS07375,NC_007604.1
SYNPCC7942_2456,2534174,2535125,SYNPCC7942_2456-MONOMER,SYNPCC7942_RS12480,NC_007604.1
SYNPCC7942_2406,2479050,2480190,SYNPCC7942_2406-MONOMER,SYNPCC7942_RS12230,NC_007604.1
SYNPCC7942_0494,482630,482984,SYNPCC7942_0494-MONOMER,SYNPCC7942_RS02515,NC_007604.1
SYNPCC7942_1396,1445742,1446000,SYNPCC7942_1396-MONOMER,SYNPCC7942_RS07145,NC_007604.1
SYNPCC7942_0126,125381,126158,SYNPCC7942_0126-MONOMER,SYNPCC7942_RS00640,NC_007604.1
SYNPCC7942_2405,2478738,2478993,SYNPCC7942_2405-MONOMER,SYNPCC7942_RS12225,NC_007604.1
SYNPCC7942_0443,433075,434317,SYNPCC7942_0443-MONOMER,SYNPCC7942_RS02265,NC_007604.1
SYNPCC7942_1241,1265087,1266137,SYNPCC7942_1241-MONOMER,SYNPCC7942_RS06360,NC_007604.1
SYNPCC7942_1350,0,306,SYNPCC7942_1350-MONOMER,SYNPCC7942_1350,SYNPCC7942_1350
SYNPCC7942_2367,2432950,2433454,SYNPCC7942_2367-MONOMER,SYNPCC7942_RS12025,NC_007604.1
SYNPCC7942_2378,2445386,2446568,SYNPCC7942_2378-MONOMER,SYNPCC7942_RS12085,NC_007604.1
SYNPCC7942_0414,404015,405188,SYNPCC7942_0414-MONOMER,SYNPCC7942_RS02115,NC_007604.1
SYNPCC7942_1304,1331159,1331732,SYNPCC7942_1304-MONOMER,SYNPCC7942_RS06670,NC_007604.1
SYNPCC7942_1815,1887215,1888451,SYNPCC7942_1815-MONOMER,SYNPCC7942_RS09215,NC_007604.1
SYNPCC7942_2307,2374724,2375735,SYNPCC7942_2307-MONOMER,SYNPCC7942_RS11725,NC_007604.1
SYNPCC7942_0381,375031,375505,SYNPCC7942_0381-MONOMER,SYNPCC7942_RS01945,NC_007604.1
SYNPCC7942_0103,103267,103627,SYNPCC7942_0103-MONOMER,SYNPCC7942_RS00525,NC_007604.1
SYNPCC7942_1258,1281531,1281945,SYNPCC7942_1258-MONOMER,SYNPCC7942_RS06445,NC_007604.1
SYNPCC7942_2273,2340152,2340920,SYNPCC7942_2273-MONOMER,SYNPCC7942_RS11550,NC_007604.1
SYNPCC7942_1222,1242924,1243809,SYNPCC7942_1222-MONOMER,SYNPCC7942_RS06260,NC_007604.1
SYNPCC7942_0342,336362,336590,SYNPCC7942_0342-MONOMER,SYNPCC7942_RS01745,NC_007604.1
SYNPCC7942_1195,0,501,SYNPCC7942_1195-MONOMER,SYNPCC7942_1195,SYNPCC7942_1195
SYNPCC7942_2352,2419574,2420198,SYNPCC7942_2352-MONOMER,SYNPCC7942_RS11950,NC_007604.1
SYNPCC7942_2198,2276799,2277930,SYNPCC7942_2198-MONOMER,SYNPCC7942_RS11165,NC_007604.1
SYNPCC7942_0291,288311,288530,SYNPCC7942_0291-MONOMER,SYNPCC7942_RS01485,NC_007604.1
SYNPCC7942_1792,1863289,1864270,SYNPCC7942_1792-MONOMER,SYNPCC7942_RS09105,NC_007604.1
SYNPCC7942_1156,1183496,1186094,SYNPCC7942_1156-MONOMER,SYNPCC7942_RS05925,NC_007604.1
SYNPCC7942_2167,2248015,2248468,SYNPCC7942_2167-MONOMER,SYNPCC7942_RS11015,NC_007604.1
SYNPCC7942_0078,76613,77063,SYNPCC7942_0078-MONOMER,SYNPCC7942_RS00385,NC_007604.1
SYNPCC7942_0234,230157,231150,SYNPCC7942_0234-MONOMER,SYNPCC7942_RS01190,NC_007604.1
SYNPCC7942_1120,1137859,1138015,SYNPCC7942_1120-MONOMER,SYNPCC7942_RS05740,NC_007604.1
SYNPCC7942_1199,1227302,1228079,SYNPCC7942_1199-MONOMER,SYNPCC7942_RS06140,NC_007604.1
SYNPCC7942_2140,2224310,2224742,SYNPCC7942_2140-MONOMER,SYNPCC7942_RS10860,NC_007604.1
SYNPCC7942_0204,205581,206046,SYNPCC7942_0204-MONOMER,SYNPCC7942_RS01035,NC_007604.1
SYNPCC7942_2330,2397190,2398414,SYNPCC7942_2330-MONOMER,SYNPCC7942_RS11845,NC_007604.1
SYNPCC7942_1078,1087752,1088688,SYNPCC7942_1078-MONOMER,SYNPCC7942_RS05530,NC_007604.1
SYNPCC7942_2086,2166790,2166991,SYNPCC7942_2086-MONOMER,SYNPCC7942_RS10575,NC_007604.1
SYNPCC7942_1760,1826527,1827619,SYNPCC7942_1760-MONOMER,SYNPCC7942_RS08945,NC_007604.1
SYNPCC7942_0166,165482,166436,SYNPCC7942_0166-MONOMER,SYNPCC7942_RS00840,NC_007604.1
SYNPCC7942_1040,1054721,1055279,SYNPCC7942_1040-MONOMER,SYNPCC7942_RS05340,NC_007604.1
SYNPCC7942_0049,0,435,SYNPCC7942_0049-MONOMER,SYNPCC7942_0049,SYNPCC7942_0049
SYNPCC7942_2035,2104480,2105518,SYNPCC7942_2035-MONOMER,SYNPCC7942_RS10325,NC_007604.1
SYNPCC7942_0133,133929,134754,SYNPCC7942_0133-MONOMER,SYNPCC7942_RS00675,NC_007604.1
SYNPCC7942_1177,1209714,1209966,SYNPCC7942_1177-MONOMER,SYNPCC7942_RS06030,NC_007604.1
SYNPCC7942_0996,1004166,1005240,SYNPCC7942_0996-MONOMER,SYNPCC7942_RS05115,NC_007604.1
SYNPCC7942_2002,0,711,SYNPCC7942_2002-MONOMER,SYNPCC7942_2002,SYNPCC7942_2002
SYNPCC7942_2309,2377106,2377703,SYNPCC7942_2309-MONOMER,SYNPCC7942_RS11735,NC_007604.1
SYNPCC7942_0088,86582,87269,SYNPCC7942_0088-MONOMER,SYNPCC7942_RS00435,NC_007604.1
SYNPCC7942_0953,961743,962208,SYNPCC7942_0953-MONOMER,SYNPCC7942_RS04900,NC_007604.1
SYNPCC7942_1734,1804394,1804757,SYNPCC7942_1734-MONOMER,SYNPCC7942_RS08825,NC_007604.1
SYNPCC7942_1950,2024387,2024639,SYNPCC7942_1950-MONOMER,SYNPCC7942_RS09895,NC_007604.1
SYNPCC7942_0050,50069,52616,SYNPCC7942_0050-MONOMER,SYNPCC7942_RS00250,NC_007604.1
SYNPCC7942_0023,23056,24121,SYNPCC7942_0023-MONOMER,SYNPCC7942_RS00120,NC_007604.1
SYNPCC7942_0906,0,486,SYNPCC7942_0906-MONOMER,SYNPCC7942_0906,SYNPCC7942_0906
SYNPCC7942_1908,1984646,1985081,SYNPCC7942_1908-MONOMER,SYNPCC7942_RS09675,NC_007604.1
SYNPCC7942_1138,1161612,1162590,SYNPCC7942_1138-MONOMER,SYNPCC7942_RS05825,NC_007604.1
SYNPCC7942_0011,10997,11489,SYNPCC7942_0011-MONOMER,SYNPCC7942_RS00055,NC_007604.1
SYNPCC7942_0868,869540,871253,SYNPCC7942_0868-MONOMER,SYNPCC7942_RS04475,NC_007604.1
SYNPCC7942_2282,2351101,2353015,SYNPCC7942_2282-MONOMER,SYNPCC7942_RS11600,NC_007604.1
SYNPCC7942_1864,1934587,1935175,SYNPCC7942_1864-MONOMER,SYNPCC7942_RS09455,NC_007604.1
SYNPCC7942_0836,831165,832182,SYNPCC7942_0836-MONOMER,SYNPCC7942_RS04325,NC_007604.1
SYNPCC7942_1710,1780047,1780278,SYNPCC7942_1710-MONOMER,SYNPCC7942_RS08700,NC_007604.1
SYNPCC7942_1821,1893903,1894263,SYNPCC7942_1821-MONOMER,SYNPCC7942_RS09245,NC_007604.1
SYNPCC7942_0800,794454,795048,SYNPCC7942_0800-MONOMER,SYNPCC7942_RS04140,NC_007604.1
G490-5,0,243,G490-5-RNA,G490-5,G490-5
SYNPCC7942_1778,1842009,1843869,SYNPCC7942_1778-MONOMER,SYNPCC7942_RS09035,NC_007604.1
SYNPCC7942_0765,0,489,SYNPCC7942_0765-MONOMER,SYNPCC7942_0765,SYNPCC7942_0765
SYNPCC7942_1114,1131479,1132343,SYNPCC7942_1114-MONOMER,SYNPCC7942_RS05710,NC_007604.1
SYNPCC7942_1753,1821889,1822354,SYNPCC7942_1753-MONOMER,SYNPCC7942_RS08920,NC_007604.1
SYNPCC7942_0743,736139,738155,SYNPCC7942_0743-MONOMER,SYNPCC7942_RS03850,NC_007604.1
SYNPCC7942_2251,0,585,SYNPCC7942_2251-MONOMER,SYNPCC7942_2251,SYNPCC7942_2251
SYNPCC7942_1701,1767952,1768489,SYNPCC7942_1701-MONOMER,SYNPCC7942_RS08660,NC_007604.1
SYNPCC7942_0716,711502,712546,SYNPCC7942_0716-MONOMER,SYNPCC7942_RS03680,NC_007604.1
SYNPCC7942_0618,607819,609100,SYNPCC7942_0618-MONOMER,SYNPCC7942_RS03170,NC_007604.1
SYNPCC7942_1661,1731158,1731722,SYNPCC7942_1661-MONOMER,SYNPCC7942_RS08470,NC_007604.1
SYNPCC7942_B2650,0,591,SYNPCC7942_B2650-MONOMER,SYNPCC7942_RS13575,SYNPCC7942_RS13575
SYNPCC7942_1686,1753021,1754047,SYNPCC7942_1686-MONOMER,SYNPCC7942_RS08590,NC_007604.1
SYNPCC7942_0676,670913,672119,SYNPCC7942_0676-MONOMER,SYNPCC7942_RS03460,NC_007604.1
SYNPCC7942_1628,1697251,1697971,SYNPCC7942_1628-MONOMER,SYNPCC7942_RS08305,NC_007604.1
SYNPCC7942_1089,1104736,1107361,SYNPCC7942_1089-MONOMER,SYNPCC7942_RS05590,NC_007604.1
SYNPCC7942_B2625,0,528,SYNPCC7942_B2625-MONOMER,SYNPCC7942_RS13435,SYNPCC7942_RS13435
SYNPCC7942_0630,622431,623574,SYNPCC7942_0630-MONOMER,SYNPCC7942_RS03235,NC_007604.1
SYNPCC7942_2229,2297011,2297875,SYNPCC7942_2229-MONOMER,SYNPCC7942_RS11320,NC_007604.1
SYNPCC7942_1569,1626653,1627172,SYNPCC7942_1569-MONOMER,SYNPCC7942_RS08015,NC_007604.1
SYNPCC7942_2587,2670865,2671393,SYNPCC7942_2587-MONOMER,SYNPCC7942_RS13175,NC_007604.1
SYNPCC7942_0592,579311,580394,SYNPCC7942_0592-MONOMER,SYNPCC7942_RS03035,NC_007604.1
SYNPCC7942_0586,567538,568306,SYNPCC7942_0586-MONOMER,SYNPCC7942_RS02980,NC_007604.1
SYNPCC7942_1534,1593214,1595422,SYNPCC7942_1534-MONOMER,SYNPCC7942_RS07840,NC_007604.1
SYNPCC7942_1656,1725918,1728081,SYNPCC7942_1656-MONOMER,SYNPCC7942_RS08445,NC_007604.1
SYNPCC7942_2532,2612989,2613889,SYNPCC7942_2532-MONOMER,SYNPCC7942_RS12855,NC_007604.1
SYNPCC7942_0549,531883,532645,SYNPCC7942_0549-MONOMER,SYNPCC7942_RS02795,NC_007604.1
SYNPCC7942_1058,1068575,1068788,SYNPCC7942_1058-MONOMER,SYNPCC7942_RS05425,NC_007604.1
SYNPCC7942_1480,1531193,1531748,SYNPCC7942_1480-MONOMER,SYNPCC7942_RS07565,NC_007604.1
SYNPCC7942_2485,0,594,SYNPCC7942_2485-MONOMER,SYNPCC7942_2485,SYNPCC7942_2485
SYNPCC7942_2213,2288961,2289522,SYNPCC7942_2213-MONOMER,SYNPCC7942_RS11240,NC_007604.1
SYNPCC7942_0520,506187,506829,SYNPCC7942_0520-MONOMER,SYNPCC7942_RS02640,NC_007604.1
SYNPCC7942_1434,1488254,1488854,SYNPCC7942_1434-MONOMER,SYNPCC7942_RS07335,NC_007604.1
SYNPCC7942_0568,549370,550687,SYNPCC7942_0568-MONOMER,SYNPCC7942_RS02890,NC_007604.1
SYNPCC7942_2435,2508184,2508805,SYNPCC7942_2435-MONOMER,SYNPCC7942_RS12370,NC_007604.1
SYNPCC7942_0484,469431,470856,SYNPCC7942_0484-MONOMER,SYNPCC7942_RS02465,NC_007604.1
SYNPCC7942_1624,1692984,1693644,SYNPCC7942_1624-MONOMER,SYNPCC7942_RS08285,NC_007604.1
SYNPCC7942_1385,1431284,1431506,SYNPCC7942_1385-MONOMER,SYNPCC7942_RS07090,NC_007604.1
SYNPCC7942_2402,2476108,2477155,SYNPCC7942_2402-MONOMER,SYNPCC7942_RS12205,NC_007604.1
SYNPCC7942_1035,1049765,1050560,SYNPCC7942_1035-MONOMER,SYNPCC7942_RS05315,NC_007604.1
SYNPCC7942_0435,426074,426830,SYNPCC7942_0435-MONOMER,SYNPCC7942_RS02225,NC_007604.1
SYNPCC7942_1341,1374755,1375841,SYNPCC7942_1341-MONOMER,SYNPCC7942_RS06855,NC_007604.1
SYNPCC7942_2193,2270972,2272655,SYNPCC7942_2193-MONOMER,SYNPCC7942_RS11140,NC_007604.1
SYNPCC7942_2363,2429770,2430196,SYNPCC7942_2363-MONOMER,SYNPCC7942_RS12005,NC_007604.1
SYNPCC7942_0409,401463,401748,SYNPCC7942_0409-MONOMER,SYNPCC7942_RS02085,NC_007604.1
SYNPCC7942_0535,519087,519333,SYNPCC7942_0535-MONOMER,SYNPCC7942_RS02720,NC_007604.1
SYNPCC7942_1299,1326891,1327854,SYNPCC7942_1299-MONOMER,SYNPCC7942_RS06645,NC_007604.1
SYNPCC7942_2300,2369909,2370404,SYNPCC7942_2300-MONOMER,SYNPCC7942_RS11690,NC_007604.1
SYNPCC7942_1603,1668135,1669263,SYNPCC7942_1603-MONOMER,SYNPCC7942_RS08180,NC_007604.1
SYNPCC7942_0377,371867,372206,SYNPCC7942_0377-MONOMER,SYNPCC7942_RS01920,NC_007604.1
SYNPCC7942_1247,1272321,1272561,SYNPCC7942_1247-MONOMER,SYNPCC7942_RS06390,NC_007604.1
SYNPCC7942_1009,0,600,SYNPCC7942_1009-MONOMER,SYNPCC7942_1009,SYNPCC7942_1009
SYNPCC7942_2262,2329786,2331196,SYNPCC7942_2262-MONOMER,SYNPCC7942_RS11495,NC_007604.1
SYNPCC7942_0339,333994,335074,SYNPCC7942_0339-MONOMER,SYNPCC7942_RS01730,NC_007604.1
SYNPCC7942_2156,2239304,2240726,SYNPCC7942_2156-MONOMER,SYNPCC7942_RS10955,NC_007604.1
SYNPCC7942_1185,1215372,1215648,SYNPCC7942_1185-MONOMER,SYNPCC7942_RS06070,NC_007604.1
SYNPCC7942_2191,2268422,2269154,SYNPCC7942_2191-MONOMER,SYNPCC7942_RS11130,NC_007604.1
SYNPCC7942_0506,493026,493749,SYNPCC7942_0506-MONOMER,SYNPCC7942_RS02570,NC_007604.1
SYNPCC7942_0275,269656,269989,SYNPCC7942_0275-MONOMER,SYNPCC7942_RS01400,NC_007604.1
SYNPCC7942_1153,1179294,1181139,SYNPCC7942_1153-MONOMER,SYNPCC7942_RS05910,NC_007604.1
SYNPCC7942_1579,1643405,1643957,SYNPCC7942_1579-MONOMER,SYNPCC7942_RS08065,NC_007604.1
SYNPCC7942_2163,2245036,2245525,SYNPCC7942_2163-MONOMER,SYNPCC7942_RS10995,NC_007604.1
SYNPCC7942_0229,225657,226221,SYNPCC7942_0229-MONOMER,SYNPCC7942_RS01165,NC_007604.1
SYNPCC7942_0984,992869,993670,SYNPCC7942_0984-MONOMER,SYNPCC7942_RS05055,NC_007604.1
SYNPCC7942_1115,1132339,1132720,SYNPCC7942_1115-MONOMER,SYNPCC7942_RS05715,NC_007604.1
SYNPCC7942_2133,2212969,2213521,SYNPCC7942_2133-MONOMER,SYNPCC7942_RS10820,NC_007604.1
SYNPCC7942_2127,2207166,2207346,SYNPCC7942_2127-MONOMER,SYNPCC7942_RS10785,NC_007604.1
